semanticResourceURN;bcpg:lvType;bcpg:lvCode;bcpg:lvValue;bcpg:lvValue_en;bcpg:lvValue_fr;bcpg:lvValue_de;bcpg:lvValue_nl;bcpg:lvValue_es;bcpg:lvValue_en_US;bcpg:lvValue_it;bcpg:lvValue_pt;bcpg:lvValue_sv;bcpg:lvValue_fi;changeLog;Status;Version;;;;;;;;;;;;;
urn:gs1:gdd:cl:PriceComparisonContentTypeCode:PER_SQUARE_METRE;PriceComparisonContentTypeCode;PER_SQUARE_METRE;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PriceComparisonContentTypeCode:PER_WASH;PriceComparisonContentTypeCode;PER_WASH;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PriceComparisonContentTypeCode:PER_YARD;PriceComparisonContentTypeCode;PER_YARD;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PriceComparisonContentTypeCode:READY_TO_DRINK;PriceComparisonContentTypeCode;READY_TO_DRINK;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PriceComparisonContentTypeCode:READY_TO_EAT;PriceComparisonContentTypeCode;READY_TO_EAT;;;;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode;PrimaryAddedFlavouringCode;;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ACAI_BERRY;PrimaryAddedFlavouringCode;ACAI_BERRY;Acai Berry;Acai Berry;Acai Berry;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ALMOND;PrimaryAddedFlavouringCode;ALMOND;Almond;Almond;Amande;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:AMARETTO;PrimaryAddedFlavouringCode;AMARETTO;Amaretto;Amaretto;Amaretto;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ANISEED;PrimaryAddedFlavouringCode;ANISEED;Aniseed;Aniseed;Anis;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:APPLE;PrimaryAddedFlavouringCode;APPLE;Apple;Apple;Pomme;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:APPLE_PIE;PrimaryAddedFlavouringCode;APPLE_PIE;Apple Pie;Apple Pie;Tarte aux pommes;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:APRICOT;PrimaryAddedFlavouringCode;APRICOT;Apricot;Apricot;Abricot;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ARTICHOKE;PrimaryAddedFlavouringCode;ARTICHOKE;Artichoke;Artichoke;Artichaut;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:BANANA;PrimaryAddedFlavouringCode;BANANA;Banana;Banana;Banane;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:BASIL;PrimaryAddedFlavouringCode;BASIL;Basil;Basil;Basilic;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:BISON_GRASS;PrimaryAddedFlavouringCode;BISON_GRASS;Bison grass;Bison grass;herbe à bison;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:BITTERS;PrimaryAddedFlavouringCode;BITTERS;Bitters;Bitters;Bitter;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:BLACK_CHERRY;PrimaryAddedFlavouringCode;BLACK_CHERRY;Black Cherry;Black Cherry;Cerise noire;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:BLACK_CURRANT;PrimaryAddedFlavouringCode;BLACK_CURRANT;Black Currant;Black Currant;Cassis;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:BLACKBERRY;PrimaryAddedFlavouringCode;BLACKBERRY;Blackberry;Blackberry;Mûre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:BLACKTHORN;PrimaryAddedFlavouringCode;BLACKTHORN;Blackthorn;Blackthorn;Prunellier;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:BLOOD_ORANGE;PrimaryAddedFlavouringCode;BLOOD_ORANGE;Blood Orange;Blood Orange;Orange sanguine;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:BLUEBERRY;PrimaryAddedFlavouringCode;BLUEBERRY;Blueberry;Blueberry;Myrtille;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:BOTANICAL;PrimaryAddedFlavouringCode;BOTANICAL;Botanical;Botanical;Botanique;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:BUTTERSCOTCH;PrimaryAddedFlavouringCode;BUTTERSCOTCH;Butterscotch;Butterscotch;Caramel au beurre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:CAKE;PrimaryAddedFlavouringCode;CAKE;Cake;Cake;Gâteau;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:CARAWAY_SEED;PrimaryAddedFlavouringCode;CARAWAY_SEED;Caraway Seed;Caraway Seed;Graines de carvi;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:CARDAMOM;PrimaryAddedFlavouringCode;CARDAMOM;Cardamom;Cardamom;Cardamome;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:CHAMOMILE;PrimaryAddedFlavouringCode;CHAMOMILE;Chamomile;Chamomile;Camomille;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:CHERRY;PrimaryAddedFlavouringCode;CHERRY;Cherry;Cherry;Cerise;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:CHILLI;PrimaryAddedFlavouringCode;CHILLI;Chilli;Chilli;Piment;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:CHOCOLATE;PrimaryAddedFlavouringCode;CHOCOLATE;Chocolate;Chocolate;Chocolat;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:CINNAMON;PrimaryAddedFlavouringCode;CINNAMON;Cinnamon;Cinnamon;Cannelle;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:CITRUS_FRUIT;PrimaryAddedFlavouringCode;CITRUS_FRUIT;Citrus Fruit;Citrus Fruit;Agrumes;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:COCONUT;PrimaryAddedFlavouringCode;COCONUT;Coconut;Coconut;Noix de coco;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:COFFEE;PrimaryAddedFlavouringCode;COFFEE;Coffee;Coffee;Café;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:CRANBERRY;PrimaryAddedFlavouringCode;CRANBERRY;Cranberry;Cranberry;Canneberge;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:CUCUMBER;PrimaryAddedFlavouringCode;CUCUMBER;Cucumber;Cucumber;Concombre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:EGG;PrimaryAddedFlavouringCode;EGG;Egg;Egg;Œuf;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ELDERBERRY;PrimaryAddedFlavouringCode;ELDERBERRY;Elderberry;Elderberry;Sureau;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ELDERFLOWER;PrimaryAddedFlavouringCode;ELDERFLOWER;Elderflower;Elderflower;Fleur de sureau;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ENGLISH_TOFFEE;PrimaryAddedFlavouringCode;ENGLISH_TOFFEE;English Toffee;English Toffee;Caramel anglais;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ESPRESSO;PrimaryAddedFlavouringCode;ESPRESSO;Espresso;Espresso;Espresso;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:FIG;PrimaryAddedFlavouringCode;FIG;Fig;Fig;figue;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:FRENCH_VANILLA;PrimaryAddedFlavouringCode;FRENCH_VANILLA;French Vanilla;French Vanilla;Vanille française;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:FRUIT;PrimaryAddedFlavouringCode;FRUIT;Fruit;Fruit;Fruit;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:GENTIAN_ROOT;PrimaryAddedFlavouringCode;GENTIAN_ROOT;Gentian Root;Gentian Root;Racine de gentiane;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:GINGER;PrimaryAddedFlavouringCode;GINGER;Ginger;Ginger;Gingembre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:GOOSEBERRY;PrimaryAddedFlavouringCode;GOOSEBERRY;Gooseberry;Gooseberry;Groseille;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:GRAPE;PrimaryAddedFlavouringCode;GRAPE;Grape;Grape;Raisin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:GRAPEFRUIT;PrimaryAddedFlavouringCode;GRAPEFRUIT;Grapefruit;Grapefruit;Pamplemousse;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:GREEN_CHILLI;PrimaryAddedFlavouringCode;GREEN_CHILLI;Green Chilli;Green Chilli;Piment vert;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:GREEN_PEPPER;PrimaryAddedFlavouringCode;GREEN_PEPPER;Green Pepper;Green Pepper;Poivron vert;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:GREEN_TEA;PrimaryAddedFlavouringCode;GREEN_TEA;Green Tea;Green Tea;Thé vert;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:GUARANA;PrimaryAddedFlavouringCode;GUARANA;Guarana;Guarana;Guarana;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:HAZELNUT;PrimaryAddedFlavouringCode;HAZELNUT;Hazelnut;Hazelnut;Noisette;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:HERB;PrimaryAddedFlavouringCode;HERB;Herb;Herb;Herbe;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:HONEY;PrimaryAddedFlavouringCode;HONEY;Honey;Honey;Chéri;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:HOT_PEPPER;PrimaryAddedFlavouringCode;HOT_PEPPER;Hot Pepper;Hot Pepper;Piment fort;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:LEMON;PrimaryAddedFlavouringCode;LEMON;Lemon;Lemon;Citron;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:LEMON_BALM;PrimaryAddedFlavouringCode;LEMON_BALM;Lemon Balm;Lemon Balm;Mélisse officinale;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:LIME;PrimaryAddedFlavouringCode;LIME;Lime;Lime;Citron vert;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:LINGONBERRY;PrimaryAddedFlavouringCode;LINGONBERRY;Lingonberry;Lingonberry;Airelle rouge;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:LIQUORICE;PrimaryAddedFlavouringCode;LIQUORICE;Liquorice;Liquorice;Réglisse;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:LYCHEE;PrimaryAddedFlavouringCode;LYCHEE;Lychee;Lychee;Litchi;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:MANDARIN;PrimaryAddedFlavouringCode;MANDARIN;Mandarin;Mandarin;mandarin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:MANGO;PrimaryAddedFlavouringCode;MANGO;Mango;Mango;mangue;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:MARMALADE;PrimaryAddedFlavouringCode;MARMALADE;Marmalade;Marmalade;Confiture;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:MELON;PrimaryAddedFlavouringCode;MELON;Melon;Melon;Melon;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:MINT;PrimaryAddedFlavouringCode;MINT;Mint;Mint;Menthe;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:MULBERRY;PrimaryAddedFlavouringCode;MULBERRY;Mulberry;Mulberry;Mûre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:NONE;PrimaryAddedFlavouringCode;NONE;None;None;Aucun;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:NUT;PrimaryAddedFlavouringCode;NUT;Nut;Nut;Noix;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ORANGE;PrimaryAddedFlavouringCode;ORANGE;Orange;Orange;Orange;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:OTHER;PrimaryAddedFlavouringCode;OTHER;Other;Other;Autre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:PASSION_FRUIT_MARACUYA_GRANADILLA;PrimaryAddedFlavouringCode;PASSION_FRUIT_MARACUYA_GRANADILLA;Passion Fruit/Maracuya/Granadilla;Passion Fruit/Maracuya/Granadilla;Fruit de la Passion/Maracuya/Grenadille;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:PEACH;PrimaryAddedFlavouringCode;PEACH;Peach;Peach;Pêche;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:PEAR;PrimaryAddedFlavouringCode;PEAR;Pear;Pear;Poire;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:PEPPER;PrimaryAddedFlavouringCode;PEPPER;Pepper;Pepper;Poivre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:PEPPERMINT;PrimaryAddedFlavouringCode;PEPPERMINT;Peppermint;Peppermint;Menthe poivrée;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:PINEAPPLE;PrimaryAddedFlavouringCode;PINEAPPLE;Pineapple;Pineapple;Ananas;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:PLUM;PrimaryAddedFlavouringCode;PLUM;Plum;Plum;Prune;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:POMEGRANATE;PrimaryAddedFlavouringCode;POMEGRANATE;Pomegranate;Pomegranate;Grenade;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:RASPBERRY;PrimaryAddedFlavouringCode;RASPBERRY;Raspberry;Raspberry;Framboise;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:RED_CURRANT;PrimaryAddedFlavouringCode;RED_CURRANT;Red Currant;Red Currant;groseille rouge;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:RHUBARB;PrimaryAddedFlavouringCode;RHUBARB;Rhubarb;Rhubarb;Rhubarbe;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ROOT_BEER;PrimaryAddedFlavouringCode;ROOT_BEER;Root Beer;Root Beer;Bière de racine;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ROSE;PrimaryAddedFlavouringCode;ROSE;Rose;Rose;Rose;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ROSEMARY;PrimaryAddedFlavouringCode;ROSEMARY;Rosemary;Rosemary;Romarin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:S_MORES;PrimaryAddedFlavouringCode;S_MORES;S'Mores;S'Mores;S'Mores;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SALT;PrimaryAddedFlavouringCode;SALT;Salt;Salt;Sel;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SALTED_CARAMEL;PrimaryAddedFlavouringCode;SALTED_CARAMEL;Salted Caramel;Salted Caramel;Caramel salé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SMOKED;PrimaryAddedFlavouringCode;SMOKED;Smoked;Smoked;Fumé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SOUR_CHERRY;PrimaryAddedFlavouringCode;SOUR_CHERRY;Sour cherry;Sour cherry;cerise aigre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SPICE;PrimaryAddedFlavouringCode;SPICE;Spice;Spice;Pimenter;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:STRAWBERRY;PrimaryAddedFlavouringCode;STRAWBERRY;Strawberry;Strawberry;Fraise;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SUGAR;PrimaryAddedFlavouringCode;SUGAR;Sugar;Sugar;Sucre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SWEET_TEA;PrimaryAddedFlavouringCode;SWEET_TEA;Sweet Tea;Sweet Tea;Thé sucré;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:TANGERINE;PrimaryAddedFlavouringCode;TANGERINE;Tangerine;Tangerine;Tangerine;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:TOFFEE;PrimaryAddedFlavouringCode;TOFFEE;Toffee;Toffee;Caramel au beurre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:TROPICAL_FRUIT;PrimaryAddedFlavouringCode;TROPICAL_FRUIT;Tropical Fruit;Tropical Fruit;Fruits tropicaux;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:TRUFFLE;PrimaryAddedFlavouringCode;TRUFFLE;Truffle;Truffle;Truffe;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:UNCLASSIFIED;PrimaryAddedFlavouringCode;UNCLASSIFIED;Unclassified;Unclassified;Non classé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:UNIDENTIFIED;PrimaryAddedFlavouringCode;UNIDENTIFIED;Unidentified;Unidentified;Non identifié;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:VANILLA;PrimaryAddedFlavouringCode;VANILLA;Vanilla;Vanilla;Vanille;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:VANILLA_BEAN;PrimaryAddedFlavouringCode;VANILLA_BEAN;Vanilla Bean;Vanilla Bean;Gousse de vanille;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:VIOLET;PrimaryAddedFlavouringCode;VIOLET;Violet;Violet;Violet;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:WALNUT;PrimaryAddedFlavouringCode;WALNUT;Walnut;Walnut;Noyer;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:WATERMELON;PrimaryAddedFlavouringCode;WATERMELON;Watermelon;Watermelon;Pastèque;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:WORMWOOD;PrimaryAddedFlavouringCode;WORMWOOD;Wormwood;Wormwood;Armoise;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode;ProductActivityTypeCode;;;;;;;;;;;;;NEW;CURRENT;3;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode:ASSEMBLY;ProductActivityTypeCode;ASSEMBLY;Assembly;Assembly;Assemblée;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode:BIRTH;ProductActivityTypeCode;BIRTH;Birth;Birth;Naissance;;;;;;;;; birds; fish and crustaceans.;CODEVALUE;GDSN;;NEW;CURRENT;2;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode:BOTTLING;ProductActivityTypeCode;BOTTLING;Bottling;Bottling;Embouteillage;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode:CATCH_ZONE;ProductActivityTypeCode;CATCH_ZONE;Catch zone;Catch zone;Zone de capture;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode:CUTTER;ProductActivityTypeCode;CUTTER;Cutter;Cutter;Coupé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode:FARMING;ProductActivityTypeCode;FARMING;Farming;Farming;Agriculture;;;;;;;;;CODEVALUE;GDSN;;NEW;CURRENT;1;;;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode:HUNTED_GATHERED;ProductActivityTypeCode;HUNTED_GATHERED;Hunted/Gathered;Hunted/Gathered;Chassé/Cueilli;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode:IMPORTATION;ProductActivityTypeCode;IMPORTATION;Importation;Importation;Importation;;;;;;;;;GDSN;;NEW;CURRENT;3;;;;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode:LAST_PROCESSING;ProductActivityTypeCode;LAST_PROCESSING;Last processing;Last processing;Dernier traitement;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode:MILKING;ProductActivityTypeCode;MILKING;Milking;Milking;Traite;;;;;;;;;NEW;CURRENT;3;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode:REARING;ProductActivityTypeCode;REARING;Rearing;Rearing;Élevage;;;;;;;;; one instance of the attribute should be populated (e.g. reared in Spain and Portugal). If the animal may have been raised in a single location but for a particular animal it is transactional; it is suggested to populate the attribute for each possibility of location an animal may have come from (e.g. Instance 1 - reared in Spain; instance 2 - Reared in Portugal). Note: the term animal includes but is not limited to mammals; birds; fish and crustaceans.;CODEVALUE;GDSN;;NEW;CURRENT;2;;;;;
