COLUMNS;id;cm:name;bcpg:legalName;bcpg:legalName_en;hierarchy1;hierarchy2;bcpg:suppliers;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Protéines;Protéines brutes (N x 6.25);Glucides;Sucres;Energie kJ, étiquetage;Energie kcal, étiquetage;Amidon;Energie kJ;Energie kcal;Polyols totaux;Fibres alimentaires;Eau;Lipides;AG saturés;AG monoinsaturés;AG polyinsaturés;Rétinol;Bêta-carotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B12 ou Cobalamines;Vitamine B9 ou Folates totaux;Alcool (éthanol);Acides organiques;Cholestérol
VALUES;CIQUAL11112;Harissa (sauce condimentaire), CIQUAL;Harissa (sauce condimentaire);Harissa sauce (condiment);CIQUAL;Sauces salées et condiments;Table Ciqual 2012;1120;47,2;63;710;78,1;< 1;3,1;< 1;< 1;< 5;43,5;2,7;2,7;7,1;0;315;75,5;0,5;315;75,5;0;5,1;77,9;2,9;0;0;0;0;4000;0;4,5;31,9;< 0,05;0,21;< 0,05;0,52;0,26;0;28;0;0;0
VALUES;CIQUAL25621;Houmous, CIQUAL;Houmous;Hummus;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;429;54;143;199;42,7;0,67;1,97;0,35;1,44;0;2;6,79;6,79;9,29;0,27;1180;285;6,34;1180;285;0;5;53,2;23,4;1,29;4,45;2,86;0;2;0;1,1;4,45;143;0,0553;694;0,21;299;0;71;0;0;0
VALUES;CIQUAL11008;Ketchup, CIQUAL;Ketchup;Ketchup;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;1400;20,3;36,8;490;21,4;101;779;0,0786;124;< 10;1,45;2,25;2,25;26,6;18,3;505;119;6,1;505;119;0;1,37;66,3;0,1;0;0,0196;0,0764;0;560;0;1,5;15;47;84;1,21;182;136;0;6,67;0;0;0
VALUES;CIQUAL11054;Mayonnaise (70% MG min.), CIQUAL;Mayonnaise (70% MG min.);Mayonnaise (70% fat min.);CIQUAL;Sauces salées et condiments;Table Ciqual 2012;458;3,08;23;34,9;10,3;0,0456;0,6;0,0152;0,21;< 7,3;30;1,48;1,48;2,92;1,6;2930;712;1,32;2930;712;0;52;17;77,1;16,8;18,2;39;8,5;< 80;< 0,5;28,9;< 0,5;< 0,04;< 0,04;0,14;0,23;31;0,39;< 16;0;0;94,6
VALUES;CIQUAL11031;Mayonnaise à l'huile de tournesol, CIQUAL;Mayonnaise à l'huile de tournesol;Mayonnaise sunflower oil;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;368;3,08;23;34,9;10,3;0,0456;0,6;0,0152;0,21;< 7,3;30;1,51;1,51;1,92;1,5;2990;727;0;2990;727;0;0;15,9;79,3;16,1;17,6;42,4;8,5;< 80;< 0,5;27,6;< 0,5;< 0,04;< 0,04;0,14;0,23;31;0,39;< 16;0;0;116
VALUES;CIQUAL11012;Mayonnaise allégée en matière grasse, CIQUAL;Mayonnaise allégée en matière grasse;Fat mayonnaise;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;782;17,7;26,3;70;47,4;< 0,1;0,4;< 0,1;0,12;< 5;5,4;1,28;1,28;5,62;0;1420;344;2,8;1420;344;0;0;55,3;35,2;3,4;14;16,4;0;0;< 0,5;9,84;0;< 0,04;32;0,08;205;< 0,04;0,14;21,2;0;0;23,8
VALUES;CIQUAL51502;Meloukhia, sauce, artisanale, CIQUAL;Meloukhia, sauce, artisanale;Meloukhia sauce, craft;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;378;37,3;7,1;179;81,8;< 1;1,9;< 1;< 1;< 5;< 10;1,1;1,1;0,25;0;867;211;< 0,5;867;211;0;8,4;67,7;21;0;0;0;0;83;0;9,15;0;< 0,05;0,09;< 0,05;0,27;< 0,05;0;28,4;0;0;0
VALUES;CIQUAL11013;Moutarde, CIQUAL;Moutarde;Mustard;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;2360;77,9;196;216;91,2;0,67;3,83;0,17;1,34;16;22,1;7,08;7,08;2,38;0,86;683;165;0,63;683;165;0;< 1;68,1;14;739;5,62;2,45;0;29;0;1,05;38,2;165;85;661;185;67;0;18;0;0;0,35
VALUES;CIQUAL13032;Olive noire, entière ou dénoyautée, en saumure, CIQUAL;Olive noire, entière ou dénoyautée, en saumure;Black olives, pitted whole or in brine;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;< 886;70,4;10,2;8;58,4;0,0526;3,3;154;0,13;< 5,4;4,5;0,92;0,92;1,71;0;663;162;0;663;162;0;12,5;68,5;14;1,42;8,14;1,62;0;237;0;2;0,9;3;0;37;15;9;0;0;0;0;< 0,1
VALUES;CIQUAL13033;Olive verte, entière ou dénoyautée, en saumure, CIQUAL;Olive verte, entière ou dénoyautée, en saumure;Olive green, whole or pitted, brine;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;1680;24,5;13,9;39,3;36;55;665;0,21;0,42;0,9;4,5;1,02;1,02;1,32;traces;595;145;< 0,1;595;145;0;5,1;75,2;13,9;1,99;9,74;1,31;0;231;0;1,99;0;traces;traces;traces;0,02;0,02;0;6,4;0;0;0
VALUES;CIQUAL13147;Olives vertes, dénoyautées, fourrées (anchois, poivrons, etc.), CIQUAL;Olives vertes, dénoyautées, fourrées (anchois, poivrons, etc.);Green olives, pitted, stuffed (anchovies, peppers, etc.).;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;1110;11,2;14,8;32,9;66,8;< 0,1;0,3;0,23;0,11;< 5;27,7;2,09;2,09;traces;0;600;146;0;600;146;0;4;76,2;14,4;1,46;8,36;1,66;< 2;0;< 0,5;4,18;38,6;< 0,04;21;105;< 0,08;< 0,04;0,08;13,8;0;0;1,4
VALUES;CIQUAL11184;Sauce (aliment moyen), CIQUAL;Sauce (aliment moyen);Sauce (average food);CIQUAL;Sauces salées et condiments;Table Ciqual 2012;6,88;1,96;9,7;17,2;17,4;0,00104;0,0379;0,0155;0,0525;4,41;2,67;343;336;221;206;184;44,8;0,0152;185;44,8;0;0;94,5;4,7;2,01;1,16;129;32,2;16,1;0,0152;0,0757;0,0379;0,00364;0,0258;0,0242;0,0364;0,00515;0,0182;3,56;0;0,0833;8,64
VALUES;CIQUAL11159;Sauce à la crème, CIQUAL;Sauce à la crème;Cream sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;551;5,2;22,5;37,2;20,5;0,0387;286;0,0179;115;257;9,06;1,09;1,09;5,75;726;323;77,7;4,9;323;77,7;0;171;86,2;5,55;2,05;1,76;355;27,6;12;0,0117;559;21;0,0114;0,0702;0,25;0,0518;16;0,0355;4,6;0;0;12,9
VALUES;CIQUAL11161;Sauce à la crème aux épices, CIQUAL;Sauce à la crème aux épices;Cream sauce with spices;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;517;8,1;25,6;56,5;26,6;0,17;0,71;0,0265;0,14;0,37;10,8;1,25;1,25;6,37;0,95;347;83,5;4,95;347;83,5;0;0,65;84,7;5,75;1,86;1,07;119;28,8;14,5;15;555;0,5;0,0125;71;285;0,05;25;35;4,8;0;0;13,3
VALUES;CIQUAL11162;Sauce à la crème aux herbes, CIQUAL;Sauce à la crème aux herbes;Cream sauce with herbs;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;555;6;23,8;48,5;27;69;0,59;26;135;265;11,1;1,15;1,15;5,66;0,75;322;77,4;4,8;322;77,4;0;0,4;86;5,49;1,89;1,09;156;26,6;79,5;0,01;0,58;2,2;0,0135;0,0725;275;55;25;35;6,95;0;0;12,7
VALUES;CIQUAL11163;Sauce aigre douce, CIQUAL;Sauce aigre douce;Sweet and sour sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;289;12;15;48;13;0,12;0,6;< 0,1;0,11;0,4;1,9;0,6;0,6;23,4;16,1;419;98,7;1;419;98,7;0,0108;< 1,23;73,2;< 0,31;0,0274;0,24;0,66;0;0;0;1,29;6;0,03;0,03;0,53;0,11;0,07;0;11;0;0;0
VALUES;CIQUAL11158;Sauce au beurre, CIQUAL;Sauce au beurre;Butter sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;543;4,3;24;55,8;26,3;< 0,1;0,25;< 0,1;0,1;0,4;2;0,81;0,81;4,15;2,2;759;184;1,95;759;184;0;0,1;75,3;18,2;11,9;4,93;633;117;76;3,2;0,47;< 0,5;73;0,04;< 0,16;< 0,16;44;< 0,08;22;0;0;51,4
VALUES;CIQUAL11132;Sauce au curry, CIQUAL;Sauce au curry;Curry sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;401;11,9;11,1;138;22,4;0,2;0,5;0,2;0,2;< 5;10;1,02;1,02;12;5,9;413;98,7;1,9;413;98,7;0;1,44;77,2;< 9,73;2,73;7,6;8,92;10;0;3,35;2,8;1,05;0,08;1,7;0,3;< 0,16;135;0,14;22,9;0;0;7,5
VALUES;CIQUAL11165;Sauce au fromage, CIQUAL;Sauce au fromage;Cheese sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;637;7,5;103;41,1;122;15;155;19;0,66;0,7;15,3;4,46;4,46;4,86;517;462;111;4,34;462;111;0;0,5;80,2;8,1;4,2;2,22;1,36;59,5;0;0,03;0,7;0,2;8;87;132;102;0,0185;115;6;0;0;24
VALUES;CIQUAL11182;Sauce au poivre, CIQUAL;Sauce au poivre;Pepper sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;673;4,1;25;44,3;18,7;< 0,1;0,4;< 0,1;< 0,1;< 5;48,5;1,04;1,04;7,68;0;1470;355;1,3;1470;355;0;1,9;51,9;35,2;3,65;9,92;20,3;0;0;< 0,5;4,22;< 0,5;234;0,04;0,29;195;< 0,04;0,08;20,5;0;0;21,5
VALUES;CIQUAL11164;Sauce au vin rouge, CIQUAL;Sauce au vin rouge;Red wine sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;678;9,99;19,3;90;13,1;111;561;123;112;155;9,27;811;811;6,37;2,47;233;55,8;2,66;233;55,8;0;0,46;87,6;2,22;1,21;457;0,0932;14,1;134;28;465;2,5;0,0218;0,0727;537;0,0885;0,0485;24;9,62;0,88;0;4,86
VALUES;CIQUAL11166;Sauce au yaourt, CIQUAL;Sauce au yaourt;Yogurt sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;510;21,3;92,5;230;141;134;777;0,0465;499;2,67;14,3;3,7;3,7;6,3;4,37;432;104;623;432;104;0;804;80,1;6,91;1,34;4,72;465;7,61;139;0,0374;741;8,02;0,0489;177;262;346;102;0,0823;20;0;0;3,01
VALUES;CIQUAL11160;Sauce aux champignons, CIQUAL;Sauce aux champignons;Mushroom sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;360;6,8;38,4;90;17,3;< 0,1;0,7;< 0,1;0,26;0,6;9;0,9;0,9;5,54;0,7;228;54,5;4,1;228;54,5;0;0,3;85,5;< 6,26;517;2,3;765;30;13;0,94;585;< 0,5;266;0,06;1,3;0,2;33;< 0,08;28;0;0;15,1
VALUES;CIQUAL11100;Sauce barbecue, CIQUAL;Sauce barbecue;Barbecue sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;325;12;17;208;12;225;0,21;79;0,13;1,3;13;0;0;35,2;29,1;615;145;3,3;615;145;0;1,16;60,3;0,21;0,0124;0,0574;132;0;139;0;0;0,7;0,01;32;487;37;41;0;2;0;0;0
VALUES;CIQUAL11102;Sauce béarnaise, CIQUAL;Sauce béarnaise;Béarnaise sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;508;4;14;64,7;25,4;< 0,1;0,4;< 0,1;0,2;< 5;30;1,25;1,25;8,54;2;2040;496;1,5;2040;496;0;0,7;36,6;50,6;4,04;29,3;13,9;38;0;< 0,5;9,77;< 0,5;< 0,04;53;< 0,16;0,22;65;0,24;< 16;0;0;66,6
VALUES;CIQUAL11101;Sauce béchamel, CIQUAL;Sauce béchamel;Béchamel sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;327;8,77;33;144;92,2;0,0161;0,1;0,0178;273;< 2,2;25;3,08;3,08;7,4;3,2;598;144;3,7;598;144;0;0,2;80,4;11,3;6,57;2,66;438;64;21;< 0,5;0,17;< 0,5;< 0,04;122;0,27;0,27;45;0,17;< 16;0;0;30
VALUES;CIQUAL11113;Sauce béchamel, en brique, CIQUAL;Sauce béchamel, en brique;Béchamel sauce, brick;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;321;9,2;33;126;83,3;< 0,1;0,1;< 0,1;0,3;< 5;25;2,52;2,52;7,44;3,2;411;98,7;3,7;411;98,7;0;1;81,3;6,32;4,12;1,67;275;64;20;< 0,5;0,17;< 0,5;< 0,04;122;0,27;0,27;45;0,17;< 16;0;0;30
VALUES;CIQUAL11104;Sauce de soja, CIQUAL;Sauce de soja;Soy sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;6260;83,7;155;547;27,3;0,46;1,72;0,0438;0,4;< 10;1;9;9;6,3;5,96;262;61,7;142;262;61,7;198;0;68,1;0;0;0;0;0;0;0;0;0;0,0563;144;3,78;336;183;0;14,3;0;0,0008;0
VALUES;CIQUAL11105;Sauce hollandaise, CIQUAL;Sauce hollandaise;Hollandaise sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;413;4,6;30;64,5;35,8;< 0,1;0,5;< 0,1;0,3;< 5;50;1,84;1,84;4,65;0;877;212;2,4;877;212;0;0,1;71,2;20,7;5,93;8,86;4,73;138;0;< 0,5;1,7;9,1;< 0,04;83;0,18;0,36;51;0,29;19;0;0;116
VALUES;CIQUAL11106;Sauce Mornay, CIQUAL;Sauce Mornay;Mornay Sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;0;0;0;0;0;0;0;0;0;0;12,8;5,5;5,5;5,8;0;586;141;0;586;141;0;0,2;77,9;10,6;3,81;1,31;238;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL11157;Sauce moutarde, CIQUAL;Sauce moutarde;Mustard sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;940;12,5;36;68,7;34,3;0,1;0,5;< 0,1;0,3;1,6;4;1,4;1,4;7,45;1,4;997;241;3,9;997;241;0;0,4;65,4;22,8;14,3;5,36;961;44;29;< 0,5;7,4;< 0,5;56;0,05;0,26;< 0,16;52;< 0,08;20;0;0;40,8
VALUES;CIQUAL11179;Sauce pesto, CIQUAL;Sauce pesto;Pesto sauce;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;1020;47,8;80,3;196;128;0,5;1,5;0,4;1,1;< 5;5;6,3;6,3;6,4;6,4;2130;517;0;2030;492;0;2;56,8;51,4;6,17;29,8;14,3;13;580;< 0,5;18,3;< 0,5;99;115;0,62;0,21;149;0;29,7;0;0;18,2
VALUES;CIQUAL11114;Sauce tomate, à la viande, CIQUAL;Sauce tomate, à la viande;Tomato sauce, meat;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;594;26,3;40;400;22,9;112;934;0,0972;848;< 10;8;4,49;4,49;6,81;3,8;360;86,2;1,7;360;86,2;0;1,8;79,7;< 8,3;1,89;2,22;1,31;16;415;< 0,5;1,64;7,55;175;0,0785;1,42;< 0,22;166;0,31;24;0;0;16,8
VALUES;CIQUAL11107;Sauce tomate, sans viande, CIQUAL;Sauce tomate, sans viande;Tomato sauce, meatless;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;668;19,2;39;439;22,8;103;817;0,0755;233;1;5;1,8;1,8;11,6;2,46;310;73,7;0;310;73,7;0;1,5;79,8;< 3,8;224;118;291;0;259;0;0;5,45;27;93;852;309;0,0785;0;11;0;0;0
VALUES;CIQUAL11110;Sauce vinaigrette (50 à 75% d'huile), CIQUAL;Sauce vinaigrette (50 à 75% d'huile);Vinaigrette (50 to 75% oil);CIQUAL;Sauces salées et condiments;Table Ciqual 2012;382;4,6;0;8;14,2;0,0235;0;0,0118;0,0334;< 2,2;1;0;0;0,1;0;1940;473;0;1940;473;0;0;47,4;52,5;5,86;13,8;30,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL11108;Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), CIQUAL;Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile);Vinaigrette with olive oil (50-75% oil);CIQUAL;Sauces salées et condiments;Table Ciqual 2012;924;< 14;11;45;9,09;0,0378;0,3;0,0195;< 0,0279;< 2,2;1;0,3;0,3;0,1;0,1;2670;650;0;2670;650;0;0;22,8;72,1;7,57;41,4;3,95;0;80;0;3,64;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL11109;Sauce vinaigrette allégée en MG (25 à 50% d'huile), CIQUAL;Sauce vinaigrette allégée en MG (25 à 50% d'huile);Vinaigrette lightened MG (25-50% oil);CIQUAL;Sauces salées et condiments;Table Ciqual 2012;828;4,45;12;16,5;50,4;< 0,1;0,25;< 0,1;< 0,1;< 5;29,5;0,4;0,4;3,77;traces;1030;250;2,3;1030;250;0;0;69,1;25,9;2,89;6,83;15,2;0;0;1,8;9;< 0,5;< 0,04;< 0,04;105;< 0,16;< 0,04;< 0,08;35;0;0;< 0,5
VALUES;CIQUAL11043;Tapenade, CIQUAL;Tapenade;Tapenade;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;1020;20;23;258;63;0,05;4,3;0,15;0,4;2,2;4,5;1,4;1,4;3,57;3,56;1040;252;0;1040;252;0;3;62,3;25,1;3,66;17,8;2,63;0;162;0;4,49;1,05;0;0,09;1,1;0,02;0,02;0;0;0;0;1,6
VALUES;CIQUAL11018;Vinaigre, CIQUAL;Vinaigre;Vinegar;CIQUAL;Sauces salées et condiments;Table Ciqual 2012;7,67;7,67;12;35,3;7;152;177;0,0065;206;0,1;< 5;133;133;0,68;0,32;98;22,8;0;98;22,8;0;0;92,9;0,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0667;5,9;0
VALUES;CIQUAL25914;Soupe à la tomate, préemballée à réchauffer ou déshydratée reconstituée, CIQUAL;Soupe à la tomate, préemballée à réchauffer ou déshydratée reconstituée;Tomato soup, to warm or prepackaged dehydrated reconstituted;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;296;10,5;14;153;18,3;0,0524;214;0,0248;0,0737;< 5;35;1,69;1,69;7,5;3;194;46,1;4,3;194;46,1;0;< 1;90,1;917;203;294;383;16,5;185;0,6;1;10,4;41;74;0,74;0,17;0,08;0,14;15;0;0;2
VALUES;CIQUAL25908;Soupe à la volaille et aux vermicelles, préemballée à réchauffer ou déshydratée reconstituée, CIQUAL;Soupe à la volaille et aux vermicelles, préemballée à réchauffer ou déshydratée reconstituée;Chicken soup and noodles, packaged in heat or dehydrated reconstituted;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;355;7,92;17;27,2;7,96;0,0568;142;0,0686;0,0996;< 10;5,5;1,27;1,27;2,28;0,2;70,7;16,7;0;70,7;16,7;0;0,3;95;215;0,0876;0,0728;46;< 2;119;0;0;0;55;45;0,54;74;0,02;0,02;2;0;0;5
VALUES;CIQUAL25910;Soupe à l'oignon, tout type, CIQUAL;Soupe à l'oignon, tout type;Onion soup, any kind;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;106;5,26;4;56,7;20;43;0,27;0,0428;0,0826;< 2,2;1;603;603;3,28;1,33;92,4;22;0;92,4;22;0;0,3;94,1;648;79;344;199;1;1;0;0;0,5;13;0,01;0,24;0;0,02;0;6;0;0;0
VALUES;CIQUAL25917;Soupe au pistou, préemballée à réchauffer ou déshydratée reconstituée, CIQUAL;Soupe au pistou, préemballée à réchauffer ou déshydratée reconstituée;Soupe au pistou, packaged in heat or dehydrated reconstituted;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;310;14;24;132;19;0,1;0,4;0,1;0,19;2,2;1;1,7;1,7;7,08;0,7;199;47,2;5,7;199;47,2;0;0,8;88,2;1,17;148;596;164;0;900;0;0,2;7;0;0;0;0;0,07;0;18;0;0;1
VALUES;CIQUAL25945;Soupe au potiron, tout type, CIQUAL;Soupe au potiron, tout type;Pumpkin soup, any kind;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;282;11;22;95,6;22;0,05;0,4;0,04;0,1;0,3;1;0,68;0,68;4,23;2,4;149;35,7;1,4;149;35,7;0;0,9;91,8;1,58;921;544;0,0485;5;0;0;0,2;5;45;0,07;0,5;185;104;0,1;16;0;0;3,3
VALUES;CIQUAL25900;Soupe aux lentilles, tout type, CIQUAL;Soupe aux lentilles, tout type;Lentil soup, any kind;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;170;19;74;144;25;241;1,07;0,17;609;< 32,7;4;1,8;1,8;9,21;0,7;209;49,4;0;209;49,4;0;1,8;85,7;0,2;0;154;0,0384;0;430;0;0;1,7;0,07;45;545;0,14;0,09;0,12;20;0;0;3
VALUES;CIQUAL25906;Soupe aux poireaux et pommes de terre, CIQUAL;Soupe aux poireaux et pommes de terre;Leek soup and potatoes;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;188;7;0;96,6;18,6;0;0;0;0;2,8;1;0,98;0,98;5,24;0,6;118;27,9;3,2;118;27,9;0;0,9;91,9;0,13;0,0642;0,0523;0,00838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL25907;Soupe aux poireaux et pommes de terre, préemballée à réchauffer, CIQUAL;Soupe aux poireaux et pommes de terre, préemballée à réchauffer;Leek soup and potatoes, packaged in heat;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;167;7,51;21,5;96;25,5;0,0781;0,34;0,0366;188;< 2,2;1;0,98;0,98;4,59;0;143;34,1;0;143;34,1;0;0,9;91,6;1,11;547;445;0,0714;60;0;0;0;9,8;0,04;0,04;0;0;0;0;7,33;0;0;0
VALUES;CIQUAL25912;Soupe cuisinée aux champignons, tout type, CIQUAL;Soupe cuisinée aux champignons, tout type;Soup cooked with mushrooms, any type;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;360;2;13;76,4;7;0,04;0,54;0,08;0,1;0;8,4;0,79;0,79;2,15;0,72;146;35,1;0;146;35,1;0;1,4;92,3;2,28;918;879;392;5,5;1;0;0;0;0,0605;22;604;307;0;0;1;0;0;3,3
VALUES;CIQUAL25905;Soupe de légumes, déshydratée reconstituée, CIQUAL;Soupe de légumes, déshydratée reconstituée;Vegetable soup, dehydrated reconstituted;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;324;3,62;17,2;68,3;7,42;0,1;0,16;0,07;0,0715;1,8;1;0,8;0,8;2,49;485;135;32,4;2;135;32,4;0;688;93;1,99;1,15;568;108;0;400;0;0;22,8;0,0085;0,0128;113;108;58;0;13,8;0;0;0
VALUES;CIQUAL25903;Soupe de légumes, préemballée à réchauffer, CIQUAL;Soupe de légumes, préemballée à réchauffer;Vegetable soup, packaged in heat;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;312;6,63;27,2;108;17;81;333;0,0306;51;< 10;16;1,79;1,79;3,03;899;144;34,5;2,13;144;34,5;0;1,43;91,4;1,37;678;553;0,0886;5,56;730;0;0,2;38,4;0,0215;0,0495;298;296;0,0606;0;12,6;0;0;0
VALUES;CIQUAL25902;Soupe de légumes, tout type, CIQUAL;Soupe de légumes, tout type;Vegetable soup, any kind;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;188;9,2;40;154;16,9;0,0684;186;0,0644;< 0,273;< 10;1;0,86;0,86;3,87;2,7;103;24,5;0;103;24,5;0;1,43;92,6;305;0,0188;0,00458;0,0551;0;750;0;0;21;0,08;0,07;0,58;0;0,13;0;8,5;0;0;0
VALUES;CIQUAL25904;Soupe de poissons et/ou crustacés, préemballée à réchauffer, CIQUAL;Soupe de poissons et/ou crustacés, préemballée à réchauffer;Soup of fish and / or shellfish, packaged in heat;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;424;11,7;93;140;89;< 0,1;1,35;< 0,1;0,3;11,6;198;3,6;3,6;5,69;1,15;233;55,5;3;233;55,5;0;667;85,8;1,89;454;0,31;323;< 2;501;< 0,2;0,5;2;< 0,05;0,07;0,74;0,22;0,08;0,95;9;0;0;22,6
VALUES;CIQUAL25922;Soupe exotique chinoise, CIQUAL;Soupe exotique chinoise;Exotic Chinese soup;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;821;11,5;53,4;76,1;16,9;0,0354;398;0,0598;0,55;5,47;4,63;6,15;6,15;1,38;704;168;39,8;0,0457;168;39,8;0;176;88,9;1,04;253;201;96;2,85;1,92;0,0659;258;2,14;0,0178;0,0335;1,3;193;0,0823;0,34;21;0;0;23,2
VALUES;CIQUAL25916;Soupe minestrone, préemballée à réchauffer ou déshydratée reconstituée, CIQUAL;Soupe minestrone, préemballée à réchauffer ou déshydratée reconstituée;Minestrone soup, to warm or prepackaged dehydrated reconstituted;CIQUAL;Soupes prêtes à consommer;Table Ciqual 2012;297;12,5;34,5;118;33,2;109;0,56;114;193;< 2,2;1;1,95;1,95;4,8;0,7;138;32,6;0;138;32,6;0;1;90,9;0,4;0,0287;192;163;0;885;0;0;5;0,0225;0,0335;441;0,22;0,06;0;18;0;0;1,5
VALUES;CIQUAL31019;Édulcorant à l'aspartame, CIQUAL;Édulcorant à l'aspartame;Sweetener aspartame;CIQUAL;Sucres, miels, sirops;Table Ciqual 2012;0;traces;0;0;0;traces;0;traces;0;traces;traces;13;13;0;0;221;52;0;221;52;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL31077;Fructose, CIQUAL;Fructose;Fructose;CIQUAL;Sucres, miels, sirops;Table Ciqual 2012;0,1;0;0,1;0,3;0,1;0,01;0,07;0,01;0,01;0,5;5;0;0;99,8;99,8;1700;399;0;1700;399;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL31008;Miel, CIQUAL;Miel;Honey;CIQUAL;Sucres, miels, sirops;Table Ciqual 2012;4,11;4,26;17;70,2;7,93;206;175;28;365;1,4;667;395;395;81,1;79,1;1390;327;0;1390;327;0;0,0667;18,2;0,0667;0;0;0;0;0;0;0;1,7;0,00333;0,0533;277;0,0693;253;0;5,3;0;0;0
VALUES;CIQUAL31076;Sucre allégé à l'aspartame, CIQUAL;Sucre allégé à l'aspartame;Reduced sugar with aspartame;CIQUAL;Sucres, miels, sirops;Table Ciqual 2012;1,8;0;0;0;0;0;0;0;0;0;0,2;0,8;0,8;98,7;98,7;1690;398;0;1690;398;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL31016;Sucre blanc, CIQUAL;Sucre blanc;White sugar;CIQUAL;Sucres, miels, sirops;Table Ciqual 2012;2,17;< 3;0;13,4;3,68;< 0,0119;0,0767;< 0,00993;< 0,035;0,3;0,3;0;0;99,6;99;1690;398;0,63;1690;398;0;0;365;0;0;0;0;0;0;0;0;0;0;0,00633;0;0;0;0;0;0;0;0
VALUES;CIQUAL31017;Sucre roux, CIQUAL;Sucre roux;Brown sugar;CIQUAL;Sucres, miels, sirops;Table Ciqual 2012;41,5;18,5;3;226;134;64;1,9;0,0505;45;1,1;0,3;0,12;0,12;96,7;96,7;1650;387;0;1650;387;0;0;1,92;0;0;0;0;0;0;0;0;0;0;0;0,11;132;41;0;1;0;0;0
