PATH;/Temp/MP;;;;;;;
TYPE;bcpg:rawMaterial;;;;;;;
MAPPING;Ciqual;;;;;;;
COLUMNS;bcpg:code;cm:name;bcpg:legalName;bcpg:legalName_fr;bcpg:legalName_en;bcpg:productHierarchy1;bcpg:productHierarchy2;supplier
VALUES;MP30746;Saucisse cocktail;Saucisse cocktail;Saucisse cocktail;Cocktail sausage;Charcuteries et salaisons;Charcuteries et salaisons;Table Ciqual 2008
VALUES;MP30780;Saucisse (aliment moyen);Saucisse (aliment moyen);Saucisse (aliment moyen);Sausage (average);Charcuteries et salaisons;Charcuteries et salaisons;Table Ciqual 2008
VALUES;MP30789;Mortadelle;Mortadelle;Mortadelle;Mortadella;Charcuteries et salaisons;Charcuteries et salaisons;Table Ciqual 2008
VALUES;MP30900;Charcuterie (aliment moyen);Charcuterie (aliment moyen);Charcuterie (aliment moyen);Cured meat and sausages (average);Charcuteries et salaisons;Charcuteries et salaisons;Table Ciqual 2008
VALUES;MP31000;Barre chocolatée biscuitée;Barre chocolatée biscuitée;Barre chocolatée biscuitée;Chocolate candy bar with biscuit-caramel filling;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31001;Barre chocolatée non biscuitée enrobée;Barre chocolatée non biscuitée enrobée;Barre chocolatée non biscuitée enrobée;Chocolate candy bar with nougat-caramel filling;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31002;Barre à la noix de coco, enrobée de chocolat;Barre à la noix de coco, enrobée de chocolat;Barre à la noix de coco, enrobée de chocolat;Chocolate candy bar with coconut filling;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31003;Bonbons, tout type;Bonbons, tout type;Bonbons, tout type;Sweets (candy), average;Sucres et confiseries;Confiseries non chocolatées;Table Ciqual 2008
VALUES;MP31004;Chocolat au lait, tablette;Chocolat au lait, tablette;Chocolat au lait, tablette;Chocolate, milk-;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31005;Chocolat noir, 40% de cacao minimum, à pâtisser ou à croquer;Chocolat noir, 40% de cacao minimum, à pâtisser ou à croquer;Chocolat noir, 40% de cacao minimum, à pâtisser ou à croquer;Chocolate, dark-, 40% cocoa;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31006;Confiture ou marmelade, tout type (aliment moyen);Confiture ou marmelade, tout type (aliment moyen);Confiture ou marmelade, tout type (aliment moyen);Jam or marmalade (average);Sucres et confiseries;Confitures;Table Ciqual 2008
VALUES;MP31007;Chewing-gum, sucré;Chewing-gum, sucré;Chewing-gum, sucré;Chewing gum;Sucres et confiseries;Confiseries non chocolatées;Table Ciqual 2008
VALUES;MP31008;Miel;Miel;Miel;Honey;Sucres et confiseries;Sucres, miels, sirops;Table Ciqual 2008
VALUES;MP31009;Chocolat au lait aux céréales croustillantes, tablette;Chocolat au lait aux céréales croustillantes, tablette;Chocolat au lait aux céréales croustillantes, tablette;Chocolate, milk-, with rice;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31010;Chocolat blanc, tablette;Chocolat blanc, tablette;Chocolat blanc, tablette;Chocolate, white-;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31012;Barres ou confiserie chocolatées au lait;Barres ou confiserie chocolatées au lait;Barres ou confiserie chocolatées au lait;Chocolate, milk-, dairy filling;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31014;Pâte de fruits;Pâte de fruits;Pâte de fruits;Fruit paste;Sucres et confiseries;Confiseries non chocolatées;Table Ciqual 2008
VALUES;MP31016;Sucre blanc;Sucre blanc;Sucre blanc;Sugar, white;Sucres et confiseries;Sucres, miels, sirops;Table Ciqual 2008
VALUES;MP31017;Sucre roux;Sucre roux;Sucre roux;Sugar, brown;Sucres et confiseries;Sucres, miels, sirops;Table Ciqual 2008
VALUES;MP31018;Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;Chocolate, milk-, with nuts and raisins;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31019;Édulcorant à l'aspartame;Édulcorant à l'aspartame;Édulcorant à l'aspartame;Aspartame sweetener;Sucres et confiseries;Sucres, miels, sirops;Table Ciqual 2008
VALUES;MP31024;Confiture de fraise;Confiture de fraise;Confiture de fraise;Jam, strawberry;Sucres et confiseries;Confitures;Table Ciqual 2008
VALUES;MP31025;Sorbet;Sorbet;Sorbet;Sherbert;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP31030;Chocolat noir, extra, dégustation, 70% cacao, sans sucres ajoutés, édulcoré, tablette;Chocolat noir, extra, dégustation, 70% cacao, sans sucres ajoutés, édulcoré, tablette;Chocolat noir, extra, dégustation, 70% cacao, sans sucres ajoutés, édulcoré, tablette;Chocolate, extra dark, 70% cocoa, sugar free, artificial sweeneners;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31032;Pâte à tartiner chocolat et noisette;Pâte à tartiner chocolat et noisette;Pâte à tartiner chocolat et noisette;Chocolate paste with hazelnuts;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31033;Nougat ou touron;Nougat ou touron;Nougat ou touron;Nougat;Sucres et confiseries;Confiseries non chocolatées;Table Ciqual 2008
VALUES;MP31035;Barre chocolatée glacée;Barre chocolatée glacée;Barre chocolatée glacée;Frozen chocolate bar dessert;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP31037;Confiture d'abricot;Confiture d'abricot;Confiture d'abricot;Jam, apricot;Sucres et confiseries;Confitures;Table Ciqual 2008
VALUES;MP31038;Confiture de cerise;Confiture de cerise;Confiture de cerise;Jam, cherry;Sucres et confiseries;Confitures;Table Ciqual 2008
VALUES;MP31039;Marmelade d'orange;Marmelade d'orange;Marmelade d'orange;Marmalade, orange;Sucres et confiseries;Confitures;Table Ciqual 2008
VALUES;MP31041;Confiserie au chocolat dragéifiée;Confiserie au chocolat dragéifiée;Confiserie au chocolat dragéifiée;Chocolate candy pellets, sugar-coated;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31042;Cacahuètes enrobées de chocolat dragéifiées;Cacahuètes enrobées de chocolat dragéifiées;Cacahuètes enrobées de chocolat dragéifiées;Chocolate-covered peanuts;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31054;Chewing-gum, sans sucre;Chewing-gum, sans sucre;Chewing-gum, sans sucre;Chewing gum, artificial sweeteners;Sucres et confiseries;Confiseries non chocolatées;Table Ciqual 2008
VALUES;MP31060;Bonbon gélifié;Bonbon gélifié;Bonbon gélifié;Sweets (candy), jelly beans;Sucres et confiseries;Confiseries non chocolatées;Table Ciqual 2008
VALUES;MP31063;Bouchée chocolat fourrée;Bouchée chocolat fourrée;Bouchée chocolat fourrée;Chocolate confectionery, filled;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31070;Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;Chocolate, dark-, with with nuts and raisins;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31071;Barre chocolatée aux fruits secs;Barre chocolatée aux fruits secs;Barre chocolatée aux fruits secs;Chocolate candy bar with nut-caramel filling;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31073;Barre goûter frais au lait et cacao;Barre goûter frais au lait et cacao;Barre goûter frais au lait et cacao;Chocolate snack bar, milk filling, childrens';Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31074;Chocolat noir, extra, dégustation, 70% cacao minimum, tablette;Chocolat noir, extra, dégustation, 70% cacao minimum, tablette;Chocolat noir, extra, dégustation, 70% cacao minimum, tablette;Chocolate, extra dark, 70% cocoa;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP31076;Sucre allégé à l'aspartame;Sucre allégé à l'aspartame;Sucre allégé à l'aspartame;Sugar, low calorie;Sucres et confiseries;Sucres, miels, sirops;Table Ciqual 2008
VALUES;MP31077;Fructose;Fructose;Fructose;Fructose;Sucres et confiseries;Sucres, miels, sirops;Table Ciqual 2008
VALUES;MP31110;Confiture allégée en sucre, tout type;Confiture allégée en sucre, tout type;Confiture allégée en sucre, tout type;Jam, reduced sugar;Sucres et confiseries;Confitures;Table Ciqual 2008
VALUES;MP34000;Lapin, en ragoût;Lapin, en ragoût;Lapin, en ragoût;Rabbit, stewed;Viandes;Viandes;Table Ciqual 2008
VALUES;MP34001;Lapin, viande crue;Lapin, viande crue;Lapin, viande crue;Rabbit, meat, raw;Viandes;Viandes;Table Ciqual 2008
VALUES;MP34002;Lapin, viande cuite;Lapin, viande cuite;Lapin, viande cuite;Rabbit, meat, cooked;Viandes;Viandes;Table Ciqual 2008
VALUES;MP34500;Grenouille, cuisse, crue;Grenouille, cuisse, crue;Grenouille, cuisse, crue;Frog legs, raw;Produits de la mer;Poissons et batraciens non transformés;Table Ciqual 2008
VALUES;MP36004;Poulet, cuisse, viande et peau, rôti;Poulet, cuisse, viande et peau, rôti;Poulet, cuisse, viande et peau, rôti;Chicken, leg, meat & skin, roasted;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36005;Poulet, viande et peau, rôti;Poulet, viande et peau, rôti;Poulet, viande et peau, rôti;Chicken, meat & skin, roasted;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36010;Poule, viande et peau, bouillie;Poule, viande et peau, bouillie;Poule, viande et peau, bouillie;Hen, meat & skin, stewed;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36011;Poule, viande, bouillie;Poule, viande, bouillie;Poule, viande, bouillie;Hen, meat only, stewed;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36017;Poulet, blanc, cru;Poulet, blanc, cru;Poulet, blanc, cru;Chicken, breast, meat only, raw;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36018;Poulet, blanc, cuit;Poulet, blanc, cuit;Poulet, blanc, cuit;Chicken breast, meat only, cooked;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36102;Caille, viande et peau, cuite;Caille, viande et peau, cuite;Caille, viande et peau, cuite;Quail, meat & skin, cooked;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36202;Canard, viande rôtie;Canard, viande rôtie;Canard, viande rôtie;Duck, meat only, roasted;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36205;Canard, magret, cuit à la poêle;Canard, magret, cuit à la poêle;Canard, magret, cuit à la poêle;Duck, magret, cooked in pan;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36302;Dinde, viande, rôtie;Dinde, viande, rôtie;Dinde, viande, rôtie;Turkey, meat only, roasted;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36306;Dinde, escalope, sautée;Dinde, escalope, sautée;Dinde, escalope, sautée;Turkey, breast, meat only, sauteed;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36402;Faisan, viande, rôtie;Faisan, viande, rôtie;Faisan, viande, rôtie;Pheasant, meat only, roasted;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36502;Oie, viande, rôtie;Oie, viande, rôtie;Oie, viande, rôtie;Goose, meat only, roasted;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36602;Pigeon, viande, rôtie;Pigeon, viande, rôtie;Pigeon, viande, rôtie;Pigeon, meat only, roasted;Volailles;Volailles;Table Ciqual 2008
VALUES;MP36900;Volaille, cuite (aliment moyen);Volaille, cuite (aliment moyen);Volaille, cuite (aliment moyen);Poultry, cooked (average);Volailles;Volailles;Table Ciqual 2008
VALUES;MP39000;Milk-shake, tout parfum;Milk-shake, tout parfum;Milk-shake, tout parfum;Milkshake, all flavours;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39132;Lait gélifié aromatisé chocolat, rayon frais;Lait gélifié aromatisé chocolat, rayon frais;Lait gélifié aromatisé chocolat, rayon frais;Gelified milk, chocolate flavoured, refrigerated;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39200;Crème dessert au chocolat, rayon frais;Crème dessert au chocolat, rayon frais;Crème dessert au chocolat, rayon frais;Custard dessert, chocolate, refrigerated;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39206;Mousse au chocolat, rayon frais;Mousse au chocolat, rayon frais;Mousse au chocolat, rayon frais;Chocolate mousse;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39208;Chocolat viennois ou liégeois, rayon frais;Chocolat viennois ou liégeois, rayon frais;Chocolat viennois ou liégeois, rayon frais;Chocolate custard, topped with whipped cream;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39209;Crème caramel;Crème caramel;Crème caramel;Custard with caramel sauce;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39211;Crème dessert aux œufs;Crème dessert aux œufs;Crème dessert aux œufs;Custard dessert, caramel;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39212;Riz au lait, rayon frais;Riz au lait, rayon frais;Riz au lait, rayon frais;Rice pudding,  refrigerated;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39213;Crème brûlée;Crème brûlée;Crème brûlée;Custard, crème brûlée;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39214;Crème dessert à la vanille, appertisée;Crème dessert à la vanille, appertisée;Crème dessert à la vanille, appertisée;Custard dessert, vanilla, canned;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39215;Ile flottante;Ile flottante;Ile flottante;Custard, floating island;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39216;Clafoutis aux fruits;Clafoutis aux fruits;Clafoutis aux fruits;Fruit batter pudding;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39218;Semoule au lait, rayon frais;Semoule au lait, rayon frais;Semoule au lait, rayon frais;Semolina pudding, refrigerated;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39221;Lait gélifié aromatisé nappé de caramel, rayon frais;Lait gélifié aromatisé nappé de caramel, rayon frais;Lait gélifié aromatisé nappé de caramel, rayon frais;Gelified milk with caramel sauce, refrigerated;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39224;Crème dessert allégée en matière grasse, rayon frais;Crème dessert allégée en matière grasse, rayon frais;Crème dessert allégée en matière grasse, rayon frais;Custard dessert, low fat, refrigerated;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39228;Mousse aux fruits;Mousse aux fruits;Mousse aux fruits;Fruit mousse;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39229;Crème dessert à la vanille, rayon frais;Crème dessert à la vanille, rayon frais;Crème dessert à la vanille, rayon frais;Custard dessert, vanilla, refrigerated;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39230;Crème dessert, rayon frais (aliment moyen);Crème dessert, rayon frais (aliment moyen);Crème dessert, rayon frais (aliment moyen);Custard dessert, refrigerated (average);Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39236;Pain perdu;Pain perdu;Pain perdu;French toast;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39400;Lait de poule, sans alcool;Lait de poule, sans alcool;Lait de poule, sans alcool;Eggnog;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39401;Pêche melba;Pêche melba;Pêche melba;Peach melba;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39500;Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);Ice cream or sorbet or ice pop, flavoured (average);Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39503;Glace sur bâtonnet, enrobée de chocolat;Glace sur bâtonnet, enrobée de chocolat;Glace sur bâtonnet, enrobée de chocolat;Ice cream on stick, chocolate covered;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39505;Crème dessert, appertisée (aliment moyen);Crème dessert, appertisée (aliment moyen);Crème dessert, appertisée (aliment moyen);Custard dessert, canned (average);Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39506;Crème dessert au chocolat, appertisée;Crème dessert au chocolat, appertisée;Crème dessert au chocolat, appertisée;Custard dessert, chocolate, canned;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39507;Crème glacée au chocolat;Crème glacée au chocolat;Crème glacée au chocolat;Ice cream, chocolate;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39508;Glace en cornet;Glace en cornet;Glace en cornet;Ice cream in cone;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39511;Crème dessert, rayon frais ou appertisée (aliment moyen);Crème dessert, rayon frais ou appertisée (aliment moyen);Crème dessert, rayon frais ou appertisée (aliment moyen);Custard dessert, refrigerated or canned (average);Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39518;Omelette norvégienne;Omelette norvégienne;Omelette norvégienne;Baked alaska;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39519;Poire belle Hélène;Poire belle Hélène;Poire belle Hélène;Belle helene pear dessert;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39600;Crème glacée;Crème glacée;Crème glacée;Ice cream;Produits laitiers et entremets;Entremets et glaces;Table Ciqual 2008
VALUES;MP39700;Crème anglaise;Crème anglaise;Crème anglaise;Custard, english cream;Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP39710;Crème pâtissière;Crème pâtissière;Crème pâtissière;Custard, confectionners';Produits laitiers et entremets;Desserts lactés frais ou UHT;Table Ciqual 2008
VALUES;MP40003;Cervelle, agneau, cuite;Cervelle, agneau, cuite;Cervelle, agneau, cuite;Brain, lamb, boiled;Abats;Abats;Table Ciqual 2008
VALUES;MP40004;Cervelle, porc, braisée;Cervelle, porc, braisée;Cervelle, porc, braisée;Brain, pork, braised;Abats;Abats;Table Ciqual 2008
VALUES;MP40007;Cervelle, veau, cuite;Cervelle, veau, cuite;Cervelle, veau, cuite;Brain, calf, boiled;Abats;Abats;Table Ciqual 2008
VALUES;MP40053;Coeur, boeuf, cuit;Coeur, boeuf, cuit;Coeur, boeuf, cuit;Heart, beef, cooked;Abats;Abats;Table Ciqual 2008
VALUES;MP40103;Foie, agneau, cuit;Foie, agneau, cuit;Foie, agneau, cuit;Liver, lamb, cooked;Abats;Abats;Table Ciqual 2008
VALUES;MP40105;Foie, génisse, cuit;Foie, génisse, cuit;Foie, génisse, cuit;Liver, beef, cooked;Abats;Abats;Table Ciqual 2008
VALUES;MP40107;Foie, veau, cuit;Foie, veau, cuit;Foie, veau, cuit;Liver, calf, cooked;Abats;Abats;Table Ciqual 2008
VALUES;MP40109;Foie, volaille, cuit;Foie, volaille, cuit;Foie, volaille, cuit;Liver, poultry, cooked;Abats;Abats;Table Ciqual 2008
VALUES;MP40116;Foie, poulet, cuit;Foie, poulet, cuit;Foie, poulet, cuit;Liver, chicken, cooked;Abats;Abats;Table Ciqual 2008
VALUES;MP40201;Langue, veau, cuite;Langue, veau, cuite;Langue, veau, cuite;Tongue, calf, boiled;Abats;Abats;Table Ciqual 2008
VALUES;MP40203;Langue, boeuf, cuite;Langue, boeuf, cuite;Langue, boeuf, cuite;Tongue, beef, boiled;Abats;Abats;Table Ciqual 2008
VALUES;MP40305;Ris, veau, braisé ou poêlé;Ris, veau, braisé ou poêlé;Ris, veau, braisé ou poêlé;Sweetbread (thymus), calf, braised;Abats;Abats;Table Ciqual 2008
VALUES;MP40401;Rognon, cuit (aliment moyen);Rognon, cuit (aliment moyen);Rognon, cuit (aliment moyen);Kidney, all types, cooked;Abats;Abats;Table Ciqual 2008
VALUES;MP40403;Rognon, boeuf, cuit;Rognon, boeuf, cuit;Rognon, boeuf, cuit;Kidney, beef stewed;Abats;Abats;Table Ciqual 2008
VALUES;MP40405;Rognon, porc, cuit;Rognon, porc, cuit;Rognon, porc, cuit;Kidney, pork stewed;Abats;Abats;Table Ciqual 2008
VALUES;MP40406;Rognon d'agneau, braisé;Rognon d'agneau, braisé;Rognon d'agneau, braisé;Kidney, lamb, braised;Abats;Abats;Table Ciqual 2008
VALUES;MP40408;Rognon de veau, braisé ou poêlé;Rognon de veau, braisé ou poêlé;Rognon de veau, braisé ou poêlé;Kidney, veal, braised;Abats;Abats;Table Ciqual 2008
VALUES;MP40701;Gésier, canard, confit, appertisé;Gésier, canard, confit, appertisé;Gésier, canard, confit, appertisé;Gizzard, duck, confit;Abats;Abats;Table Ciqual 2008
VALUES;MP42000;Substitut de repas hypocalorique, crème dessert ultra frais, toute arôme;Substitut de repas hypocalorique, crème dessert ultra frais, toute arôme;Substitut de repas hypocalorique, crème dessert ultra frais, toute arôme;Meal replacement, dessert-type;Denrées destinées à une alimentation particulière;Denrées destinées à une alimentation particulière;Table Ciqual 2008
VALUES;MP42003;Substitut de repas hypocalorique, à boire, tout arôme;Substitut de repas hypocalorique, à boire, tout arôme;Substitut de repas hypocalorique, à boire, tout arôme;Meal replacement, liquid;Denrées destinées à une alimentation particulière;Denrées destinées à une alimentation particulière;Table Ciqual 2008
VALUES;MP42004;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, tout arôme;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, tout arôme;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, tout arôme;Meal replacement, reconstituted with skim milk;Denrées destinées à une alimentation particulière;Denrées destinées à une alimentation particulière;Table Ciqual 2008
VALUES;MP42005;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake, tout arôme;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake, tout arôme;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake, tout arôme;Meal replacement milkshake, reconstituted with skim milk;Denrées destinées à une alimentation particulière;Denrées destinées à une alimentation particulière;Table Ciqual 2008
VALUES;MP42200;Lécithine de soja;Lécithine de soja;Lécithine de soja;Soy lecithine, powdered;Compléments alimentaires;Compléments alimentaires;Table Ciqual 2008
VALUES;MP42500;Farine bouillie petit déjeuner bébé;Farine bouillie petit déjeuner bébé;Farine bouillie petit déjeuner bébé;Babyfood, cereal, mixed, prepared with whole milk;Denrées destinées à une alimentation particulière;Denrées destinées à une alimentation particulière;Table Ciqual 2008
VALUES;MP42600;Petit pot pour bébé, type viande ou poisson + légumes;Petit pot pour bébé, type viande ou poisson + légumes;Petit pot pour bébé, type viande ou poisson + légumes;Babyfood, vegetables and meat or fish, strained (average);Denrées destinées à une alimentation particulière;Denrées destinées à une alimentation particulière;Table Ciqual 2008
VALUES;MP51502;Meloukhia, sauce, artisanal;Meloukhia, sauce, artisanal;Meloukhia, sauce, artisanal;Molokhia sauce;Assaisonnements et sauces;Sauces salées et condiments;Table Ciqual 2008
VALUES;MP51510;Frik (blé dur immature concassé), sec;Frik (blé dur immature concassé), sec;Frik (blé dur immature concassé), sec;"Frik (crushed immature hard wheat), dry
\nrd wheat";Céréales et pâtes;Riz et autres graines;Table Ciqual 2008
VALUES;MP51511;Frik (blé dur immature concassé), cuit;Frik (blé dur immature concassé), cuit;Frik (blé dur immature concassé), cuit;Frik (crushed immature hard wheat), cooked;Céréales et pâtes;Riz et autres graines;Table Ciqual 2008
VALUES;MP76000;Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33);Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33);Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33);Water, mineral, non-carbonated, ABATILLES;Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP76001;Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée  (Aix-les-Bains, 73);Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée  (Aix-les-Bains, 73);Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée  (Aix-les-Bains, 73);Water, mineral, non-carbonated, AIX-LES-BAINS;Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP76002;Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07);Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07);Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07);Water, mineral, carbonated, AIZAC;Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP76003;Eau minérale Alet, embouteillée, non gazeuse, faiblement minéralisée (Alet, 11);Eau minérale Alet, embouteillée, non gazeuse, faiblement minéralisée (Alet, 11);Eau minérale Alet, embouteillée, non gazeuse, faiblement minéralisée (Alet, 11);Water, mineral, non-carbonated, ALET;Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP76004;Eau minérale Amanda,  embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59);Eau minérale Amanda,  embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59);Eau minérale Amanda,  embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59);Water, mineral, non-carbonated, AMANDA;Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP76005;Eau minérale Amélie-la-Reine, embouteillée, gazeuse, moyennement minéralisée (Cornillon, 38);Eau minérale Amélie-la-Reine, embouteillée, gazeuse, moyennement minéralisée (Cornillon, 38);Eau minérale Amélie-la-Reine, embouteillée, gazeuse, moyennement minéralisée (Cornillon, 38);Water, mineral, carbonated, AMELIE-LA-REINE;Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP76006;Eau minérale Arcens, embouteillée, gazeuse, fortement minéralisée (Arcens, 07);Eau minérale Arcens, embouteillée, gazeuse, fortement minéralisée (Arcens, 07);Eau minérale Arcens, embouteillée, gazeuse, fortement minéralisée (Arcens, 07);Water, mineral, carbonated, ARCENS;Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP76007;Eau minérale Arvie, embouteillée, gazeuse, fortement minéralisée (Ardes, 63);Eau minérale Arvie, embouteillée, gazeuse, fortement minéralisée (Ardes, 63);Eau minérale Arvie, embouteillée, gazeuse, fortement minéralisée (Ardes, 63);Water, mineral, carbonated, ARVIE;Boissons sans alcool;Eaux;Table Ciqual 2008
