COLUMNS;cm:name;id;bcpg:supplier;bcpg:productState;Water;Total nitrogen;Protein;Total lipid (fat);Carbohydrate, by difference;Energy kcal;Energy kJ;Starch;Oligosaccharide;Sugars, total;Glucose;Galactose;Fructose;Sucrose;Maltose;Lactose;Alcohol (ethanol);NSP Fiber;Fiber, total dietary;Fatty acids, total saturated;Total omega 6 fatty acids;Total omega 3 fatty acids;Fatty acids, total monounsaturated;Fatty acids, total polyunsaturated;Total trans fatty acids;Cholesterol;Sodium, Na;Potassium, K;Calcium, Ca;Magnesium, Mg;Phosphorus, P;Iron, Fe;Copper;Zinc, Zn;Chloride;Manganese;Selenium;Iodine;Retinol;Beta-carotene;Vitamin A retinol equivalents;Vitamin D;Vitamin E;Vitamin K (phylloquinone);Thiamin;Riboflavin;Niacin;Tryptophan/60;Niacine (derived equivalents);Vitamin B-6;Vitamin B-12;Food Folate;Panto acid;Vitamin B7 (Biotin);Vitamin C, total ascorbic acid
VALUES; sables;11-802;CoFID Table;ToValidate;3.5;0.94;5.3;29;62.2;515;2158;46.5;;15.6;;;;15.6;;;0;1.3;2.2;17.45;950;280;7.03;1.23;0.74;81.9;321;133;138;15;77;1.5;0.08;0.5;530;0.61;6;3;281;96;297;0.4;1.3;;0.18;0.03;1.1;1.2;2.3;0.08;;14;0.48;3.5;0
VALUES; Shortcake, caramel, enrobé de chocolat, vente au détail;11-837;CoFID Table;ToValidate;8.5;0.83;4.7;27.3;53.6;466;1948;17.4;;36.2;1.8;;2;27.8;3.1;1.6;0;1.3;2.3;15.18;1740;260;8.39;2;0.24;23;258;254;137;26;125;1.46;0.13;0.7;280;0.36;2;;79;17;82;;2.25;;0.08;0.14;1;1;2;0.05;0.2;9;0.48;3.3;
VALUES; Crevettes bouillies;16-245;CoFID Table;ToValidate;62.5;3.8;23.8;2.4;;117;493;;;;0;;0;0;0;0;;0;;0.4;0;0;0.5;0.8;;130;3840;400;320;110;270;1.8;1.92;2.3;5850;0.03;46;100;;;;;;;0.01;0.01;1;4.4;5.4;0.08;3;9;0.24;1;
VALUES; Crevettes bouillies, pesées avec coquilles;16-246;CoFID Table;ToValidate;20.6;1.25;7.9;0.8;;39;163;;;;0;;0;0;0;0;;0;;0.1;0;0;0.2;0.3;;42;1270;130;110;36;89;0.6;0.63;0.8;1930;0.01;15;33;;;;;;;;;0.3;1.5;1.8;0.03;1;3;0.08;;
VALUES; Crevettes, en conserve en saumure, égouttées;16-247;CoFID Table;ToValidate;74.9;3.33;20.8;1.2;;94;398;;;;0;;0;0;0;0;0;0;;0.2;0;0;0.3;0.4;0;130;980;100;110;49;150;5.1;0.23;1.9;1510;0.04;21;81;;;;;;;0.01;0.02;0.8;3.9;4.7;0.03;2;15;0.35;1;
VALUES; Crevettes séchées;16-249;CoFID Table;ToValidate;25.5;8.93;55.8;2.4;;245;1037;;;;0;;0;0;0;0;;0;;0.4;0;0;0.5;0.8;;505;4330;500;1200;290;710;21.3;0.96;3.7;6040;0.84;170;400;;;;;;;0.03;0.07;2.8;10.4;13;;5;70;;;
VALUES; Crevettes, congelées;16-248;CoFID Table;ToValidate;81.2;2.64;16.5;0.8;;73;310;;;;0;;0;0;0;0;0;0;;0.1;0;0;0.2;0.3;0;130;380;75;130;47;150;2.6;0.15;1.1;520;0.15;43;100;2;;2;;;;;0.02;0.5;3.1;3.6;0.08;3;14;0.24;1;
VALUES; Patine, grillée;16-144;CoFID Table;ToValidate;75.9;4.32;18.9;0.5;0;79;337;0;;0;0;;0;0;0;0;;0;;0.1;0;0;0.1;0.2;;;150;320;50;37;220;0.6;0.03;0.6;260;;;25;;;;;;;0.15;0.25;2.5;3.6;6.1;0.46;8;;;;
VALUES; Raie grillée, pesée avec les os;16-145;CoFID Table;ToValidate;56.2;3.2;14;0.3;0;59;250;0;;0;0;;0;0;0;0;;0;;;0;0;0.1;0.1;;;110;240;37;28;160;0.5;0.02;0.4;190;;;19;;;;;;;0.11;0.19;1.9;2.6;4.5;0.34;6;;;;
VALUES; Patin, brut;16-143;CoFID Table;ToValidate;80.7;3.46;15.1;0.4;0;64;272;0;;0;0;;0;0;0;0;;0;;;0;0;0.1;0.2;;;120;260;40;30;180;0.5;0.02;0.5;210;;;20;;;;;;;0.12;0.2;2;2.8;4.8;0.37;6;;;;
VALUES; Bonbons type smartie;17-096;CoFID Table;ToValidate;1.5;0.86;5.4;17.5;73.9;456;1922;3.1;;70.8;0.3;0;;65.6;0.1;4.8;0;;;10.4;0;0;5.7;0.6;;17;58;280;150;48;160;1.5;0.25;0.9;120;0.25;;;5;28;11;;0.8;;0.08;0.79;0.3;1.7;2;0.03;;4;0.67;2;0
VALUES; Smoothies;17-747;CoFID Table;ToValidate;86.2;0.08;0.5;0.1;12.2;49;207;0.6;;11.6;;0;;;;0;0;;1;;0;0;;;0;0;;;;;;;;;;;;;0;;;0;;;;;;;;;0;;;;
VALUES; Sole, chair uniquement, grillée, filets pesés avec peau;16-477;CoFID Table;ToValidate;59.1;2.65;16.6;0.5;0;71;301;0;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0.07;0.12;;31;116;200;22;20;126;0.4;0.01;0.3;123;0.01;64;24;;;;;0.65;;0.09;0.08;2.8;3;5.8;0.1;0.9;8;0.22;3.5;
VALUES; Sorbets, fruits;12-393;CoFID Table;ToValidate;68.9;0.03;0.2;0.3;24.8;97;411;0;1.5;23.3;3.6;0;1.6;17.2;0.8;0;0;;1;;0;0;;;;0;10;41;8;4;4;0.09;0.04;0;16;0.15;1;;;95;16;0;;;0.04;;0.2;0.2;0.4;;;5;0.08;0.4;12
VALUES; Soufflé, fromage, maison;12-958;CoFID Table;ToValidate;59.5;1.84;11.6;16.8;10.8;237;989;6.8;;2.3;;;;0;0;2.1;;0.3;0.4;7.38;0;0;6.06;1.8;0.3;143.7;266;163;213;18;208;0.99;0.04;1.4;395;0.1;10;40;;160;;;;;0.06;0.3;0.3;2.9;3.2;0.08;1.8;14;0.76;9.2;1
VALUES; Soufflé nature, fait maison;12-959;CoFID Table;ToValidate;69;1.25;7.7;11.9;10.5;177;738;8;;2.5;;;;0;0;2.4;;0.3;0.4;4.02;0;0;4.92;1.77;0.05;143.5;158;157;91;13;132;0.89;0.03;0.7;237;0.08;10;;;72;;;;;0.06;0.28;0.2;1.9;2.1;0.08;1.5;13;0.7;9.5;1
VALUES; Soupe, brocoli et stilton, carton, réfrigéré;17-637;CoFID Table;ToValidate;88.8;0.37;2.3;3.1;3.8;51;215;2.3;0.1;1.5;0.2;;0.3;0.2;0;0.6;0;;;1.69;120;70;0.96;0.2;0.12;48.2;200;125;53;8;47;0.19;0.03;0.3;340;0.11;1;6;48;129;70;;0.34;;0.01;0.06;0.4;0.4;0.7;0.04;;25;0.29;1.6;3
VALUES; Soupe, carotte et coriandre, carton, réfrigérée;17-634;CoFID Table;ToValidate;90.6;0.14;0.9;2.6;4.7;45;187;1.7;;3;0.6;0;0.6;1.6;;0.3;;0.5;1;1.38;0;0;0.9;0.19;0.14;;180;124;22;5;18;0.14;0.02;0.1;280;0.06;;;4;1979;334;;0.29;;0.02;0.02;0.4;0.1;0.5;0.03;;4;0.11;0.3;
VALUES; Soupe, carotte et orange, maison;17-776;CoFID Table;ToValidate;94.5;0.05;0.3;0.5;3.8;20;83;0;0.3;3.5;1.1;;0.9;1.4;0;0;0;1;1.7;0.22;0;0;0.12;0.05;0.01;0.8;11;82;14;4;9;0.14;0.02;0.1;52;0.04;;;4;4468;749;0;0.06;2.09;0.05;0.01;0.1;0.1;0.2;0.03;0;2;0.11;0.3;1
VALUES; Soupe, nouilles au poulet, séchées;17-850;CoFID Table;ToValidate;5;2.74;17.1;4.8;56;322;1364;45.8;;4.4;0.4;0;0.5;3.5;;0;0;4.3;;;0;0;;;;;3740;250;72;59;250;3.7;0.17;1.2;5600;0.74;;;;0;;0;;;0.23;0.09;3.1;3.1;6.2;;;;;;0
VALUES; Soupe, poulet et nouilles, séchées, telles que servies;17-714;CoFID Table;ToValidate;94.5;0.16;1;0.3;3.2;19;79;2.7;;0.3;;0;;0.2;;0;0;0.2;;;0;0;;;;;220;14;4;3;15;0.2;0.01;0.1;320;0.04;;;;0;;0;;;0.01;0.01;0.2;0.2;0.4;;;;;;0
VALUES; Soupe, poulet, crème de, en conserve;17-695;CoFID Table;ToValidate;87.9;0.27;1.7;3.8;4.5;58;242;3.4;;1.1;;0;0.1;0.6;0;0.4;0;;;0.6;0;0;2;1;0.1;;240;41;27;5;27;0.4;0.02;0.3;370;;;2;39;16;42;;0.55;;0.01;0.03;0.2;0.3;0.5;0.01;;1;0.04;0;0
VALUES; Soupe, poulet, crème de, en conserve, condensée;17-696;CoFID Table;ToValidate;82.2;0.41;2.6;5.8;6;85;355;4.6;;1.4;;0;0.2;0.4;0;0.8;0;;;0.8;0;0;3;1.4;;4;490;62;41;7;41;0.5;0.03;0.5;740;;;4;96;39;103;0;0.93;;0.02;0.04;0.6;0.5;1.1;0.01;;1;0.06;0;0
VALUES; Soupe, crème de tomate, en conserve;17-652;CoFID Table;ToValidate;89;0.14;0.9;2;7.8;51;215;2.4;;5.5;1.3;;1.5;2.2;;0.5;;0.5;0.6;0.27;340;150;1.16;0.5;0.01;3;245;179;14;8;19;0.23;0.04;0.1;420;0.05;;2;;147;25;0;1.42;;;0.11;0.6;0.1;0.7;0.06;;14;0.04;1.2;1
VALUES; Soupe, oignon français, maison;17-794;CoFID Table;ToValidate;89.7;0.14;0.9;2.2;5;41;169;;;3.7;1.3;;1;1.5;0;0;;0.9;1.3;0.19;0;0;1.22;0.64;;;231;90;19;5;17;0.21;0.04;0.1;363;0.07;;;0;6;1;0;0.61;;0.06;;0.3;0.2;0.5;0.1;;5;0.05;0.4;1
VALUES; Soupe, gaspacho, maison;17-795;CoFID Table;ToValidate;90.4;0.13;0.8;3.6;2.9;46;192;0.1;;2.5;1.1;;1.2;0.2;0;0;;0.7;;0.5;0;0;2.53;0.31;;0;128;169;12;8;17;0.4;0.04;0.1;171;0.09;;;0;172;29;0;0.88;;0.04;0.01;0.5;0.1;0.6;0.07;;12;0.16;1;11
VALUES; Soupe, goulasch, maison;17-796;CoFID Table;ToValidate;74.5;1.24;7.7;5.8;7.2;106;444;4.7;;1.9;0.8;;0.7;0.4;0;0;;0.9;1.2;1.1;0;0;3.07;1.29;0.06;18.8;545;317;15;17;78;0.99;0.08;1.6;825;0.1;2;6;;191;32;0.2;1.22;;0.09;0.13;1.3;1.4;2.7;0.25;0.6;10;0.27;0.6;8
VALUES; Soupe, instantanée, séchée, telle qu'achetée;17-653;CoFID Table;ToValidate;4.3;0.94;5.9;13.4;64.1;384;1621;29.2;17.5;17.4;2.1;;1.7;6.7;6.3;0.6;0;2.5;5.6;8.7;970;30;3.09;1;0.01;8.5;2376;782;99;28;211;1.26;0.12;0.7;3570;0.3;2;;0;709;118;0;1.79;7.43;0.05;0.02;0.4;1;1.4;0.06;0;6;0.29;2.5;0
VALUES; Soupe, instantanée, séchée, telle que servie;17-660;CoFID Table;ToValidate;90.8;0.09;0.6;1.3;6.2;37;156;2.8;1.7;1.7;0.2;;0.2;0.6;0.6;0.1;;0.2;0.5;0.84;90;0;0.3;0.09;;0.8;229;75;10;;20;0.12;0.01;0.1;344;;;;0;68;11;0;0.17;0.72;;;;0.1;0.1;0.01;0;1;0.03;0.2;0
VALUES; Soupe, lentilles, en conserve;17-698;CoFID Table;ToValidate;88.2;0.5;3.1;0.2;8.5;46;196;7.3;;1.2;0.5;0;0.7;;0;0;0;1.2;;;0;0;;;;0;200;97;11;9;40;0.8;0.08;0.3;300;0.11;;;0;;;0;;;;0.02;3.2;0.6;3.8;0.01;0;;;;0
VALUES; Soupe, lentilles, maison;17-808;CoFID Table;ToValidate;71.8;0.95;5.9;4.8;14.6;121;510;11.5;;1.7;0.5;;0.5;0.8;0;0;;1.4;;2.81;0;0;1.16;0.29;0.15;11.3;58;278;37;31;86;1.93;0.16;0.8;100;29;1;;51;230;89;0;;;0.14;0.07;0.6;0.8;1.4;0.13;0;6;0.28;;1
VALUES; Soupe, faible en calories, en conserve;17-699;CoFID Table;ToValidate;91.3;0.14;0.9;0.7;6.2;33;140;3.8;;2.4;1.2;0;1.2;;0;0;0;;0.7;0.2;0;0;;;;0;170;130;13;7;17;0.3;0.01;0.1;270;0.05;;;0;;;0;;;0.35;0.14;2;0.1;2.1;0.2;0;10;;;
VALUES; Soupe, minestrone, en conserve;17-711;CoFID Table;ToValidate;91.2;0.18;1.1;0.2;6.6;31;132;4.8;;1.8;;0;;;;0;;0.7;0.9;0.1;0;0;0.03;0.03;;0.3;200;101;18;9;24;0.3;0.04;0.2;310;0.1;0;1;4;340;61;0;0.27;;0.02;0.01;0.2;0.2;0.4;0.04;0;5;0.05;0.2;2
VALUES; Soupe, minestrone, maison;17-810;CoFID Table;ToValidate;85.3;0.35;2.1;2.3;7.6;60;250;6;;1.4;0.5;;0.5;0.4;0.1;0;;0.9;;0.64;0;0;0.8;0.35;0.01;1.9;389;140;16;9;31;0.5;0.04;0.2;111;0.11;2;1;;760;;;;;0.07;0.01;0.4;0.4;0.8;0.08;0;11;0.11;0.3;6
VALUES; Soupe, mulligatawny, maison;17-813;CoFID Table;ToValidate;80.9;0.31;1.9;6.4;8.1;90;374;4.8;;2.9;1.1;;1.1;0.6;0;0.1;;0.9;0.8;3.68;0;0;1.73;0.34;0.19;15.7;464;103;19;9;31;0.89;0.06;0.2;685;0.13;1;;63;1251;272;0.1;0.24;;0.07;0.02;0.5;0.3;0.8;0.06;;4;0.1;0.4;1
VALUES;Soupe, champignons, carton, réfrigéré;17-635;CoFID Table;ToValidate;89.8;0.24;1.5;2.7;4.9;48;203;3.3;0.1;1.4;0.1;0;0.2;0.3;0;0.7;;0.3;0.3;1.43;140;50;0.93;0.2;0.15;1;280;131;24;6;38;0.38;0.07;0.3;444;0.08;6;5;40;17;43;;0.23;;0.02;0.08;1.3;0.2;1.5;0.03;;5;0.1;1;
VALUES; Soupe, champignons, crème de, en conserve;17-713;CoFID Table;ToValidate;90.4;0.2;1.1;3;3.9;46;192;3.1;;0.8;;0;0.1;0.3;0;0.4;0;0.1;;0.5;0;0;1.6;0.9;0.1;1;230;55;30;4;30;0.3;0.04;0.3;370;;1;3;40;16;43;0;0.54;;;0.05;0.3;0.2;0.5;0.01;;2;0.1;1;0
VALUES; Soupe, queue de bœuf, en conserve;17-700;CoFID Table;ToValidate;88.5;0.38;2.4;1.7;5.1;44;185;4.2;;0.9;0.2;0;0.2;0.5;;0;0;0.1;;0.6;0;0;0.6;0.2;;7;220;93;40;6;37;1;0.04;0.4;330;;;1;0;0;0;0;0.2;;0.02;0.03;0.7;0.5;0;0.03;0;1;0.05;0;0
VALUES; Soupe, petits pois et jambon, maison;17-829;CoFID Table;ToValidate;81.8;0.65;4.1;2.2;9.8;73;308;7.8;;1.5;0.4;;0.3;0.7;;;;1.4;;1.07;0;0;0.48;0.27;0.05;5.8;235;194;14;21;56;0.99;0.04;0.6;79;0.23;;;18;989;183;;0.27;;0.13;0.03;0.6;0.6;1.2;0.07;;;0.29;;2
VALUES; Soupe, pomme de terre et poireau, maison;17-831;CoFID Table;ToValidate;88.3;0.25;1.5;2.2;6.2;56;235;4.7;;1.5;0.2;;0.2;0.2;0;0.8;0;0.8;;1.32;0;0;0.52;0.13;0.07;5.5;47;180;30;7;36;0.34;0.02;0.2;71;0.09;;;23;53;32;0;0.25;;0.09;0.05;0.2;0.3;0.5;0.18;0.2;11;0.19;0.7;3
VALUES; Soupe, tomate, carton, réfrigérée;17-636;CoFID Table;ToValidate;90.3;0.15;0.9;1.9;4.3;37;154;1;0;3.3;1;0;1.1;1.1;;0.2;;0.8;1.4;0.86;100;30;0.77;0.14;0.07;3.7;198;189;17;9;20;0.31;0.04;0.1;305;0.11;;;18;324;72;;1.1;;0.02;0.02;0.6;0.1;0.7;0.06;;4;0.19;2.7;
VALUES; Soupe, légumes, en conserve;17-712;CoFID Table;ToValidate;87.8;0.22;1.4;0.6;7.4;39;164;4.8;;2.6;0.7;0;0.8;1.1;0;0;0;1.5;;;0;0;;;;;230;110;12;8;29;0.4;0.04;0.2;350;0.07;;;0;18;3;0;;;0.09;0.02;2.5;0.2;2.7;0.01;0;10;;;
VALUES; Soupe, légumes, maison;17-684;CoFID Table;ToValidate;89;0.15;1;4.2;3.7;55;230;1.5;0.3;1.8;0.5;0;0.5;0.8;0;0;0;0.9;;2.41;0;0;0.98;0.18;0.13;9.7;315;120;14;6;20;0.33;0.02;0.1;241;0.07;;;44;1206;245;0;0.24;;0.07;0.01;0.2;0.1;0.3;0.07;;6;0.08;0.2;2
VALUES; Sauce soja, variétés claires et foncées;17-721;CoFID Table;ToValidate;65.4;0.48;3;;17.9;79;337;1.5;;16.4;4.8;0;2;9.6;0;0;0;0;;0;0;0;0;0;0;0;5500;180;17;37;47;2.4;0.01;0.2;8200;0.18;;;0;0;0;0;;;0.05;0.13;3.4;1.4;4.8;;0;11;;;0
VALUES; Spaghettis bolognaise, maison;19-628;CoFID Table;ToValidate;67.7;1.34;8.1;6.1;17.2;151;635;15.3;;1.8;0.6;;0.6;0.2;0.5;0;;1;1.2;2.15;0;0;2.24;1.06;0.23;16.7;92;165;22;19;85;0.88;0.03;1.4;168;0.2;6;3;;347;58;0.2;1.04;;0.09;0.05;2;1.5;3.5;0.12;0.5;8;0.24;1.1;2
VALUES; Spaghetti bolognaise, vente au détail, viande et sauce uniquement, réchauffés;19-542;CoFID Table;ToValidate;76.9;1.49;9.3;5.7;5.3;108;454;2.3;;3;1.1;0;1.3;0.6;0;0;0;0.9;;2.3;330;130;2.5;0.5;0.24;;290;290;21;18;85;1.3;0.08;1.5;450;0.15;1;;;;;;;;;;;;;;;;;;
VALUES; Spaghetti bolognaise, au détail, réchauffés, avec des spaghettis;19-524;CoFID Table;ToValidate;70.2;1.09;6.6;2.8;20;126;536;18.1;;1.9;0.5;;0.6;0.3;0.5;0;0;1.2;;1.06;0;0;1.14;0.36;0.11;;182;151;24;20;74;0.92;0.04;0.9;308;0.25;5;;;;;;;;;;;;;;;;;;
VALUES; Épinards, bébés, bouillis dans de l'eau non salée;13-550;CoFID Table;ToValidate;91.9;0.52;3.2;0.7;0.2;20;86;0.2;;;;0;;;0;0;0;1.5;1.2;0.19;0;0;0.09;0.32;0;0;42;950;166;112;61;2.63;0.22;1.3;156;1.2;7;5;0;2172;362;0;0.67;;0.08;0.2;0.9;1;1.9;0.1;0;135;0.31;0.1;22
VALUES; Épinards, bébé, crus;13-521;CoFID Table;ToValidate;93.5;0.42;2.6;0.6;0.2;16;69;0.2;;;;;;;0;0;;1.2;1;0.08;0;0;0.08;0.38;0;0;30;682;119;80;44;1.89;0.16;0.9;112;0.86;5;4;0;1559;260;0;0.48;;0.09;0.18;1;0.7;1.7;0.12;0;161;0.28;0.1;29
VALUES; Épinards, séchés;17-417;CoFID Table;ToValidate;10.5;3.89;24.3;6.9;13.8;211;889;0.9;;12.9;4.3;0;4.3;4.3;0;0;0;18.2;;0.9;0;0;0.9;4.3;;0;1220;4350;1480;470;390;18.2;0.35;6.1;850;5.2;9;17;0;;;0;14.86;;;;10.4;;;;0;;;;
VALUES; Épinards, congelés, bouillis dans de l'eau non salée;13-458;CoFID Table;ToValidate;91.6;0.5;3.1;0.8;0.5;21;90;0.2;;0.3;0.1;0;;0.1;0;0;0;2.1;;0.1;0;0;0.1;0.5;0;0;16;340;150;31;48;1.7;0.09;0.6;31;0.2;1;2;0;6604;1101;0;1.71;840;0.06;0.05;0.9;0.8;1.7;0.09;0;52;0.21;0.1;6
VALUES; Épinards, mûrs, bouillis dans de l'eau non salée;13-573;CoFID Table;ToValidate;91.8;0.35;2.2;0.8;0.8;19;79;;;0.8;0.3;0;0.3;0.3;0;0;0;2.1;;0.1;0;0;0.1;0.5;0;0;120;230;160;34;28;1.6;0.01;0.5;56;0.5;1;2;0;3840;640;0;1.71;575;0.06;0.05;0.9;0.6;1.5;0.09;0;81;0.21;0.1;8
VALUES; Épinards, mûrs, crus;13-572;CoFID Table;ToValidate;89.7;0.45;2.8;0.8;1.6;25;103;0.1;;1.5;0.5;0;0.5;0.5;0;0;0;2.1;;0.1;0;0;0.1;0.5;0;0;140;500;170;54;45;2.1;0.04;0.7;98;0.6;1;2;0;3535;589;0;1.71;394;0.07;0.09;1.2;0.7;1.9;0.17;0;114;0.27;0.1;26
VALUES; Spiritueux, 40% volume;17-247;CoFID Table;ToValidate;68.3;;;0;;222;919;0;;;0;0;0;;0;0;31.7;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
VALUES; Sprats, frits;16-219;CoFID Table;ToValidate;36.6;3.98;24.9;35;0;415;1718;0;;0;0;;0;0;0;0;;0;;5.3;0;0;14;14.2;;125;240;410;120;46;300;1.4;0.11;2.1;340;0.05;13;80;74;;74;;5.58;;;0.2;3;4.6;7.6;0.27;9;;0.71;5;
VALUES;Sprats, frits, pesés avec les os;16-220;CoFID Table;ToValidate;22;2.39;14.9;21;0;249;1031;0;;0;0;;0;0;0;0;;0;;3.2;0;0;8.4;8.5;;74;140;250;72;28;180;0.8;0.07;1.3;200;0.03;8;48;44;;44;;3.35;;;0.12;1.8;2.8;4.6;0.16;5;;0.43;3;
VALUES; Sprats, crus;16-218;CoFID Table;ToValidate;66.3;2.93;18.3;11;0;172;718;0;;0;0;;0;0;0;0;;0;;2.2;310;2680;4.7;3;0;93;200;320;97;37;240;1.1;0.09;1.7;270;0.04;10;64;60;;60;13;0.51;;;0.2;3;3.4;6.4;0.27;7;;0.71;4;
VALUES; Légumes printaniers bouillis dans de l’eau non salée;13-350;CoFID Table;ToValidate;92.2;0.3;1.9;0.7;1.6;20;82;0.2;;1.4;0.7;0;0.6;0.1;0;0;0;2.6;;0.1;0;0;0.1;0.4;0;0;10;160;75;8;29;1.4;0.02;0.3;16;;;;0;2270;378;0;;893;0.05;0.06;1.2;0.3;1.5;0.18;0;66;0.3;0.4;77
VALUES; Légumes printaniers, crus;13-348;CoFID Table;ToValidate;86.2;0.48;3;1;3.1;33;136;0.4;;2.7;1.3;0;1.2;0.2;0;0;0;3.4;;0.1;0;0;0.1;0.6;;0;20;370;210;19;91;3;0.02;0.4;78;;;;0;2630;438;0;;;0.07;0.11;1.5;0.5;2;0.23;0;92;0.39;0.4;180
VALUES; Oignons nouveaux, bulbes et fanes, crus;13-352;CoFID Table;ToValidate;92.2;0.32;2;0.5;3;23;98;0.2;;2.8;1.2;0;1.4;0.2;0;0;0;1.5;;0.1;0;0;0.1;0.2;0;0;7;260;39;12;29;1.9;0.06;0.4;31;0.2;;;0;620;105;0;;;0.05;0.03;0.5;0.5;1;0.13;0;54;0.07;;26
VALUES; Oignons nouveaux, bulbes uniquement, crus;13-351;CoFID Table;ToValidate;86.8;0.15;0.9;;8.5;35;151;;;8.5;;0;;;0;0;;1.7;;;0;0;;;;0;13;230;140;11;24;1.2;;;36;;;;0;;0;0;;;0.13;;0.7;0.2;0.9;0.2;0;17;0.11;0.9;25
VALUES; Rouleaux de printemps, viande, plats à emporter;19-327;CoFID Table;ToValidate;54.9;1.04;6.5;16.4;18.2;242;1009;12;4.4;1.8;0.4;;0.6;0.5;0.3;;0;1.9;2;3.81;3740;1000;7.05;4.82;0.03;7.4;485;117;32;13;64;1.23;0.06;0.6;750;0.24;;;;175;29;;1.47;;0.1;0.07;1;1;2;0.06;0.4;3;0.33;3.3;
VALUES; Courge, gland, cuit au four;13-354;CoFID Table;ToValidate;82.9;0.18;1.1;0.1;12.6;56;234;10.8;;1.6;0.5;0;0.9;0.2;0;0;;3.2;;;0;0;;0.1;;0;4;440;44;43;45;0.9;0.09;0.2;;;;;0;260;43;0;;;0.17;0.01;0.9;0.3;1.2;0.19;0;19;0.5;0.6;11
VALUES; Courge, gland, crue;13-353;CoFID Table;ToValidate;87.8;0.13;0.8;0.1;9;40;167;7.8;;1;0.3;0;0.6;0.1;0;0;;2.3;;;0;0;;;;0;3;350;33;32;36;0.7;0.07;0.1;;;;;0;204;34;0;;;0.14;0.01;0.7;0.2;0.9;0.15;0;17;0.4;0.4;11
VALUES; Courge, butternut, cuite au four;13-644;CoFID Table;ToValidate;85.2;0.23;1.4;0.2;8.4;39;168;;;8.4;0.8;0;0.8;6.8;0;0;0;1.4;2.1;;0;0;0.02;0.1;0;0;;242;35;10;32;0.22;0.06;0.1;49;0.08;;3;0;744;124;0;1.15;;0.05;0.01;0.8;0.2;1;0.05;0;9;0.27;0.9;1
VALUES; Courge, butternut, bouillie dans de l'eau non salée;13-643;CoFID Table;ToValidate;91;0.14;0.9;0.1;5.1;24;100;;;5.1;0.5;0;0.5;4.1;0;0;0;0.9;1.3;;0;0;0.01;0.06;0;0;;147;21;6;19;0.13;0.04;0.1;30;0.05;;2;0;452;75;0;0.7;;0.03;0.01;0.5;0.1;0.6;0.03;0;6;0.16;0.6;1
VALUES; Courge, butternut, crue;13-355;CoFID Table;ToValidate;86.4;0.18;1.1;0.1;8.3;36;155;3.4;;4.5;1.5;0;1.5;1.5;0;0;;1.6;;;0;0;;;;0;4;350;48;34;33;0.7;0.07;0.1;41;0.1;;;0;3630;605;0;1.83;;0.1;0.02;0.7;0.2;0.9;0.15;0;27;0.4;0.4;21
VALUES; Courge, spaghetti, cuit au four;13-358;CoFID Table;ToValidate;92.3;0.11;0.7;0.3;4.3;23;96;0.6;;3.4;1.4;0;1.2;0.8;0;0;;2.1;;0.1;0;0;;0.1;;0;18;120;21;11;14;0.3;0.03;0.2;;;;;0;66;11;0;;;0.04;0.02;0.8;0.2;1;0.1;0;8;0.35;0.4;3
VALUES; Courge, spaghetti, crue;13-357;CoFID Table;ToValidate;91.6;0.1;0.6;0.6;4.6;26;111;0.6;;3.6;1.5;0;1.3;0.8;0;0;;2.3;;0.1;0;0;;0.2;;0;17;110;23;12;12;0.3;0.04;0.2;;;;;0;30;5;0;;;0.04;0.02;0.9;0.1;1;0.1;0;12;0.36;0.4;2
VALUES; Calamar séché;16-267;CoFID Table;ToValidate;21.8;10.13;63.3;4.6;4.8;313;1323;;;;0;;0;0;0;0;;0;;1;0;0;0.6;1.7;;615;940;610;55;120;620;4;3.93;4.4;;0.08;;;;0;;;;;0.13;0.17;6.8;13.5;20.3;;;;;;0
VALUES; Calmar, cru;16-263;CoFID Table;ToValidate;80.5;2.46;15.4;1.7;1.2;81;344;;;;0;;0;0;0;0;;0;;0.4;0;0;0.2;0.6;;225;110;280;13;28;190;0.5;0.98;1.1;;0.02;66;20;15;0;15;;1.2;;0.1;0.12;3.4;3.3;6.7;0.69;3;13;0.68;;0
VALUES; Carambole;14-059;CoFID Table;ToValidate;91.4;0.08;0.5;0.3;7.3;32;136;0.2;;7.1;3.1;;3.2;0.8;0;0;;1.3;;0.1;0;0;0.1;0.1;;0;2;150;5;6;15;0.6;0.12;0.1;;0.1;;;0;37;6;0;;;0.03;0.03;0.4;;;;0;;;;31
VALUES; Pouding au steak et aux rognons, fait maison;19-630;CoFID Table;ToValidate;58.5;1.74;10.7;10.9;18.6;210;881;18.4;;0.8;0.3;;0.2;0.3;0;0;0;0.9;;5.76;0;0;4.02;0.43;0.48;55.4;87;180;32;14;150;1.41;0.09;2.3;74;0.19;16;9;13;8;14;;0.35;;0.1;0.25;2.1;2.2;4.3;0.19;1.7;12;0.53;3.4;1
